empathy,augmented_flag,rationales,first_rationale,longest_rationale
1,0,"Are you putting forth the sacrifice needed to change such?|Have you identified if you would sooner live a lie, or live a truth?|How many people have you met that make you feel better?|How many things in your life bring you outside the feeling of depression?|",Are you putting forth the sacrifice needed to change such?,How many things in your life bring you outside the feeling of depression?
1,0,Do you have any close friends you can trust?|,Do you have any close friends you can trust?,Do you have any close friends you can trust?
1,0,e accept the love wee think we deserve. why don't you think you're deserving?|,e accept the love wee think we deserve. why don't you think you're deserving?,e accept the love wee think we deserve. why don't you think you're deserving?
1,0,Can you tell anyone?|,Can you tell anyone?,Can you tell anyone?
0,0,,,
1,0,"Things used to be so simple, right?|","Things used to be so simple, right?","Things used to be so simple, right?"
1,0,why do you want to OD?|,why do you want to OD?,why do you want to OD?
1,0,What kind of connections do you want / need?|,What kind of connections do you want / need?,What kind of connections do you want / need?
0,0,,,
1,0,Aren't you proud about your kids|,Aren't you proud about your kids,Aren't you proud about your kids
0,0,,,
0,0,,,
1,0,Tell me what's going on.|,Tell me what's going on.,Tell me what's going on.
0,0,,,
0,0,,,
0,0,,,
1,0,"Is there something you are passionate about? Something (other than another person, as people are inconstant and often unreliable) that you are passionate about?|","Is there something you are passionate about? Something (other than another person, as people are inconstant and often unreliable) that you are passionate about?","Is there something you are passionate about? Something (other than another person, as people are inconstant and often unreliable) that you are passionate about?"
0,0,,,
1,0,Is depression real?|Can't depressed be|,Is depression real?,Is depression real?
1,0,What are three major pros and cons of each for you?|,What are three major pros and cons of each for you?,What are three major pros and cons of each for you?
0,0,,,
0,0,,,
0,0,,,
1,0,"Life / people have continuously treated you worse than shit, and you developed depression because of it ?|","Life / people have continuously treated you worse than shit, and you developed depression because of it ?","Life / people have continuously treated you worse than shit, and you developed depression because of it ?"
0,0,,,
1,0,"So I'm assuming you don't attend any support groups?? If not, why?|","So I'm assuming you don't attend any support groups?? If not, why?","So I'm assuming you don't attend any support groups?? If not, why?"
1,0,What help do you want|,What help do you want,What help do you want
0,0,,,
0,0,,,
0,0,,,
1,0,"What do you think death will be like, if I might ask?|","What do you think death will be like, if I might ask?","What do you think death will be like, if I might ask?"
0,0,,,
1,0,Don't you have any friends in school by the way?|,Don't you have any friends in school by the way?,Don't you have any friends in school by the way?
1,0,How will you fuck people over?|,How will you fuck people over?,How will you fuck people over?
1,0,how can you play sims when you're dead?|,how can you play sims when you're dead?,how can you play sims when you're dead?
0,0,,,
1,0,What happened today?|,What happened today?,What happened today?
0,0,,,
0,0,,,
0,0,,,
1,0,When did you notice you're feeling crappy again?|,When did you notice you're feeling crappy again?,When did you notice you're feeling crappy again?
0,0,,,
0,0,,,
1,0,What would you like to do?|,What would you like to do?,What would you like to do?
0,0,,,
1,0,Why?|,Why?,Why?
0,0,,,
0,0,,,
1,0,Why do you feel like you're unlovable?|,Why do you feel like you're unlovable?,Why do you feel like you're unlovable?
1,0,You hate yourself?|what do you hate?|,You hate yourself?,You hate yourself?
1,0,how did the relationship end|,how did the relationship end,how did the relationship end
0,0,,,
1,0,hey ! you tried seeing a specialist ?|,hey ! you tried seeing a specialist ?,hey ! you tried seeing a specialist ?
0,0,,,
1,0,Were you ever bullied? Do you have a circle of friends?|,Were you ever bullied? Do you have a circle of friends?,Were you ever bullied? Do you have a circle of friends?
0,0,,,
0,0,,,
1,0,Does you happiness rely on other people's behavior?|,Does you happiness rely on other people's behavior?,Does you happiness rely on other people's behavior?
1,0,Whats going on with you?|,Whats going on with you?,Whats going on with you?
1,0,Have you tried joining in and failed? I|,Have you tried joining in and failed? I,Have you tried joining in and failed? I
0,0,,,
0,0,,,
0,0,,,
1,0,Does anyone know about that demon?|,Does anyone know about that demon?,Does anyone know about that demon?
1,0,Why would you want to be depressed?|,Why would you want to be depressed?,Why would you want to be depressed?
0,0,,,
1,0,Maybe you can get the diploma mailed to one of the family members place of work?|,Maybe you can get the diploma mailed to one of the family members place of work?,Maybe you can get the diploma mailed to one of the family members place of work?
0,0,,,
1,0,If I may ask I imagine you still live with her and have to deal with this kind of garbage pretty often?|,If I may ask I imagine you still live with her and have to deal with this kind of garbage pretty often?,If I may ask I imagine you still live with her and have to deal with this kind of garbage pretty often?
1,0,What bad situation are you in?|,What bad situation are you in?,What bad situation are you in?
0,0,,,
1,0,Do you see a therapist?|,Do you see a therapist?,Do you see a therapist?
0,0,,,
0,0,,,
1,0,Is there anything in particular that's bothering you?|,Is there anything in particular that's bothering you?,Is there anything in particular that's bothering you?
1,0,Who hurted you?|What happened??|,Who hurted you?,Who hurted you?
1,0,So you sick af now or your liver is fucked or something?|,So you sick af now or your liver is fucked or something?,So you sick af now or your liver is fucked or something?
0,0,,,
0,0,,,
0,0,,,
1,0,How is in your head? I mean... what thoughts go through it?|,How is in your head? I mean... what thoughts go through it?,How is in your head? I mean... what thoughts go through it?
1,0,Are you also experiencing sadness?|,Are you also experiencing sadness?,Are you also experiencing sadness?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,What exactly do you need help with?|,What exactly do you need help with?,What exactly do you need help with?
0,0,,,
1,0,do you have any close friends?|does it help you to at least talk about it?|,do you have any close friends?,does it help you to at least talk about it?
0,0,,,
0,0,,,
0,0,,,
1,0,Are you struggling with anything specific or life in general?|,Are you struggling with anything specific or life in general?,Are you struggling with anything specific or life in general?
0,0,,,
0,0,,,
0,0,,,
1,0,Do you have any passions?|what are you doing with schooling?|,Do you have any passions?,what are you doing with schooling?
1,0,What kind of exams do you have going on?|,What kind of exams do you have going on?,What kind of exams do you have going on?
1,0,"Wait, you got fired due your depression? Where are you from? Isn't depression classified as a medical condition like any other? Aren't you protected by law against such action?|","Wait, you got fired due your depression? Where are you from? Isn't depression classified as a medical condition like any other? Aren't you protected by law against such action?","Wait, you got fired due your depression? Where are you from? Isn't depression classified as a medical condition like any other? Aren't you protected by law against such action?"
1,0,Are you on any medications?|,Are you on any medications?,Are you on any medications?
1,0,Does there need to be a reason?|,Does there need to be a reason?,Does there need to be a reason?
1,0,Have you talked to them about not wanting their help?|,Have you talked to them about not wanting their help?,Have you talked to them about not wanting their help?
1,0,do you have medical training?|,do you have medical training?,do you have medical training?
1,0,immediately get scammed. How so?|,immediately get scammed. How so?,immediately get scammed. How so?
0,0,,,
1,0,What's making you want to?|,What's making you want to?,What's making you want to?
1,0,What have you tried in order to combat depression?|,What have you tried in order to combat depression?,What have you tried in order to combat depression?
1,0,Who are you?|Why do you need to die?|,Who are you?,Why do you need to die?
1,0,Are you able to find any jobs that you can train on?|,Are you able to find any jobs that you can train on?,Are you able to find any jobs that you can train on?
0,0,,,
1,0,Anyone in your life you could reach out to?|,Anyone in your life you could reach out to?,Anyone in your life you could reach out to?
1,0,What makes you not good enough? Not good enough for what?|,What makes you not good enough? Not good enough for what?,What makes you not good enough? Not good enough for what?
0,0,,,
1,0,"What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?|","What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?","What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?"
1,0,What have you been failing at?|,What have you been failing at?,What have you been failing at?
0,0,,,
0,0,,,
1,0,"Hey, is there something that's overwhelming you, or something that you are avoiding?|What is going on?|Why are you in bed?|","Hey, is there something that's overwhelming you, or something that you are avoiding?","Hey, is there something that's overwhelming you, or something that you are avoiding?"
1,0,Do you have a doctor who can look at trying something else?|,Do you have a doctor who can look at trying something else?,Do you have a doctor who can look at trying something else?
1,0,What sorts of things are bothering you?|,What sorts of things are bothering you?,What sorts of things are bothering you?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Would you rather have them pity you or not give a shit?|,Would you rather have them pity you or not give a shit?,Would you rather have them pity you or not give a shit?
0,0,,,
1,0,what do you have?|,what do you have?,what do you have?
0,0,,,
1,0,"May I ask, are you on antidepressants?|","May I ask, are you on antidepressants?","May I ask, are you on antidepressants?"
0,0,,,
1,0,What's the message.|,What's the message.,What's the message.
0,0,,,
1,0,What makes you say these things?|,What makes you say these things?,What makes you say these things?
1,0,Did you kill someone? Did you horribly abuse someone? Or is there a voice in your head just telling you that you don't deserve help?|,Did you kill someone? Did you horribly abuse someone? Or is there a voice in your head just telling you that you don't deserve help?,Did you kill someone? Did you horribly abuse someone? Or is there a voice in your head just telling you that you don't deserve help?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Might wanna see a doc..|,Might wanna see a doc..,Might wanna see a doc..
0,0,,,
1,0,do you have any parents?|,do you have any parents?,do you have any parents?
0,0,,,
0,0,,,
0,0,,,
1,0,are you having withdrawal symptoms?|,are you having withdrawal symptoms?,are you having withdrawal symptoms?
0,0,,,
0,0,,,
