empathy,augmented_flag,rationales,first_rationale,longest_rationale
1,0,I feel you. Realizing how depressed you really are is pretty scary. Best of luck with all your struggles.|,I feel you. Realizing how depressed you really are is pretty scary. Best of luck with all your struggles.,I feel you. Realizing how depressed you really are is pretty scary. Best of luck with all your struggles.
1,0,Good luck!!!|,Good luck!!!,Good luck!!!
0,0,,,
1,0,I agree|,I agree,I agree
1,0,"follow the course, stay on track, and when little problems feel like mountains in front of you, have faith that the dots will connect, and you will come out the other side as a stronger person. Good luck, my friend.|","follow the course, stay on track, and when little problems feel like mountains in front of you, have faith that the dots will connect, and you will come out the other side as a stronger person. Good luck, my friend.","follow the course, stay on track, and when little problems feel like mountains in front of you, have faith that the dots will connect, and you will come out the other side as a stronger person. Good luck, my friend."
1,0,Hopefully you can find how to better yourself from whatever mistake you made.|,Hopefully you can find how to better yourself from whatever mistake you made.,Hopefully you can find how to better yourself from whatever mistake you made.
1,0,I know you can do it.|So never lose hope.|,I know you can do it.,I know you can do it.
1,0,Yessss! Don't have to worry about anyone disturbing my sleep.|,Yessss! Don't have to worry about anyone disturbing my sleep.,Yessss! Don't have to worry about anyone disturbing my sleep.
0,0,,,
0,0,,,
0,0,,,
1,0,"Mental illness can be overpowering . You may feel like you have no control. But please try to hold on , don't give up on yourself .|","Mental illness can be overpowering . You may feel like you have no control. But please try to hold on , don't give up on yourself .","Mental illness can be overpowering . You may feel like you have no control. But please try to hold on , don't give up on yourself ."
0,0,,,
1,0,"let's talk about you, you wanna talk about yourself? what's been going on?|","let's talk about you, you wanna talk about yourself? what's been going on?","let's talk about you, you wanna talk about yourself? what's been going on?"
0,0,,,
1,0,"Remember this. In order to find light, you must be surrounded by darkness. Whatever you're going through, remember that you can overcome it!|","Remember this. In order to find light, you must be surrounded by darkness. Whatever you're going through, remember that you can overcome it!","Remember this. In order to find light, you must be surrounded by darkness. Whatever you're going through, remember that you can overcome it!"
1,0,You deserve it! No one does!|,You deserve it! No one does!,You deserve it! No one does!
1,0,I feel you bro|,I feel you bro,I feel you bro
0,0,,,
1,0,Just try to make it as long as you can. Know how much worse it can be.|I wish you the best. I hope you can suffer less in time if possible. You and I are here right now... That makes us stronger than those who gave up yesterday.|,Just try to make it as long as you can. Know how much worse it can be.,I wish you the best. I hope you can suffer less in time if possible. You and I are here right now... That makes us stronger than those who gave up yesterday.
0,0,,,
0,0,,,
0,0,,,
1,0,with you|,with you,with you
0,0,,,
1,0,Just try and hang in there. It's all we can do to hope it can get better|,Just try and hang in there. It's all we can do to hope it can get better,Just try and hang in there. It's all we can do to hope it can get better
1,0,Glad you're doing well.|,Glad you're doing well.,Glad you're doing well.
0,0,,,
1,0,"I know it feels shameful, but really, it's no different than needing glasses, or a coat when it's cold. If your current meds help you, stay on them, and don't feel bad about it.|","I know it feels shameful, but really, it's no different than needing glasses, or a coat when it's cold. If your current meds help you, stay on them, and don't feel bad about it.","I know it feels shameful, but really, it's no different than needing glasses, or a coat when it's cold. If your current meds help you, stay on them, and don't feel bad about it."
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,"I wish you the best of luck, you got this.|","I wish you the best of luck, you got this.","I wish you the best of luck, you got this."
1,0,You will get through this. It seem like it will getter better but I promise you that it will.|,You will get through this. It seem like it will getter better but I promise you that it will.,You will get through this. It seem like it will getter better but I promise you that it will.
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Feel free to PM me if you like. I'm afraid I don't have the answers but we have nothing to lose by exchanging couple of messages right?|,Feel free to PM me if you like. I'm afraid I don't have the answers but we have nothing to lose by exchanging couple of messages right?,Feel free to PM me if you like. I'm afraid I don't have the answers but we have nothing to lose by exchanging couple of messages right?
1,0,"Sending love and support, friend!|","Sending love and support, friend!","Sending love and support, friend!"
0,0,,,
1,0,I agree that procrastinating makes you more depressed|don't give up trying to break the cycle.|Hope this helps|,I agree that procrastinating makes you more depressed,I agree that procrastinating makes you more depressed
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,"Please dont, you arent alone|There will always be someone who will miss you and wont be able to forgive themselves for not preventing it|","Please dont, you arent alone",There will always be someone who will miss you and wont be able to forgive themselves for not preventing it
0,0,,,
1,0,I'm sorry you're feeling sad. Sometimes it's such a painful and unbearable feeling.|,I'm sorry you're feeling sad. Sometimes it's such a painful and unbearable feeling.,I'm sorry you're feeling sad. Sometimes it's such a painful and unbearable feeling.
0,0,,,
0,0,,,
0,0,,,
1,0,"But it does get better friend. You can overcome those feelings, it takes effort but it is possible. Hope you get better soon|","But it does get better friend. You can overcome those feelings, it takes effort but it is possible. Hope you get better soon","But it does get better friend. You can overcome those feelings, it takes effort but it is possible. Hope you get better soon"
0,0,,,
0,0,,,
0,0,,,
1,0,Yes right.|I hope you feel better all I wish for you!!!|Take some time out and just breathe and let the shit go...you got this. you are right now.|,Yes right.,Take some time out and just breathe and let the shit go...you got this. you are right now.
1,0,I feel you.|Hang in there.|,I feel you.,Hang in there.
1,0,"Know that I am here and you can PM me and we can be there for each other, for whatever it's worth.|","Know that I am here and you can PM me and we can be there for each other, for whatever it's worth.","Know that I am here and you can PM me and we can be there for each other, for whatever it's worth."
0,0,,,
1,0,"You had a productive day, be proud of yourself.|","You had a productive day, be proud of yourself.","You had a productive day, be proud of yourself."
1,0,"Happy to listen if you care to type, pm me any time, also I care about you.|","Happy to listen if you care to type, pm me any time, also I care about you.","Happy to listen if you care to type, pm me any time, also I care about you."
1,0,"life will bring beauty, hang on.|","life will bring beauty, hang on.","life will bring beauty, hang on."
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Well I can say that I think it's really good that it gets better throughout the day.|,Well I can say that I think it's really good that it gets better throughout the day.,Well I can say that I think it's really good that it gets better throughout the day.
0,0,,,
1,0,I know exactly how you feel. just one day of many though.|Think about some self care you can do for yourself once you get home. having one of those days too but try not to let the depression get too deep. Fight it.|You are a wonderful human being and you deserve happiness. Just get through today. Tomorrow will be another opportunity for something better. Feel free to PM me if you want someone to vent to to pass the time.|,I know exactly how you feel. just one day of many though.,You are a wonderful human being and you deserve happiness. Just get through today. Tomorrow will be another opportunity for something better. Feel free to PM me if you want someone to vent to to pass the time.
0,0,,,
1,0,"i see you, youre real to me and if i were there you wouldnt be invisible .|","i see you, youre real to me and if i were there you wouldnt be invisible .","i see you, youre real to me and if i were there you wouldnt be invisible ."
0,0,,,
0,0,,,
1,0,"sorry you feel this way.|you will look back on this and wonder why it was ever a problem. This day will come, however long it takes for you to get there. Take your time, blame yourself or punish yourself for feeling this way. This something you have control over and pushing yourself to achieve happiness will only result in a breakdown. Good luck|",sorry you feel this way.,"you will look back on this and wonder why it was ever a problem. This day will come, however long it takes for you to get there. Take your time, blame yourself or punish yourself for feeling this way. This something you have control over and pushing yourself to achieve happiness will only result in a breakdown. Good luck"
1,0,One test will not ruin your life. I promise. :)|,One test will not ruin your life. I promise. :),One test will not ruin your life. I promise. :)
0,0,,,
0,0,,,
1,0,"Oh thank god, you are safe tammy! I was really worried about you. Plz dont do this again|","Oh thank god, you are safe tammy! I was really worried about you. Plz dont do this again","Oh thank god, you are safe tammy! I was really worried about you. Plz dont do this again"
1,0,congrats!|,congrats!,congrats!
0,0,,,
0,0,,,
1,0,"Let me in , rant and rave ! I'm listening|","Let me in , rant and rave ! I'm listening","Let me in , rant and rave ! I'm listening"
1,0,"thanks, friend. do the same for you.|","thanks, friend. do the same for you.","thanks, friend. do the same for you."
0,0,,,
1,0,"I know you're getting down voted, but I don't want you to focus on that. The guilt is worse than the depression. Not only do you feel terrible, but then you're made to feel guilty for feeling so. (Doesn't any one understand that if we could help it, we would??). I get it. Chin up. :)|","I know you're getting down voted, but I don't want you to focus on that. The guilt is worse than the depression. Not only do you feel terrible, but then you're made to feel guilty for feeling so. (Doesn't any one understand that if we could help it, we would??). I get it. Chin up. :)","I know you're getting down voted, but I don't want you to focus on that. The guilt is worse than the depression. Not only do you feel terrible, but then you're made to feel guilty for feeling so. (Doesn't any one understand that if we could help it, we would??). I get it. Chin up. :)"
1,0,"I support and am thankful for you, friend.|","I support and am thankful for you, friend.","I support and am thankful for you, friend."
1,0,I'm sorry there isn't anything I can say to help|,I'm sorry there isn't anything I can say to help,I'm sorry there isn't anything I can say to help
1,0,Good idea. Don't let people treat you like shit and step all over you.|,Good idea. Don't let people treat you like shit and step all over you.,Good idea. Don't let people treat you like shit and step all over you.
0,0,,,
1,0,And I do love you.|Even just saying the words and seeing it echoed back makes me feel good. I hope I helped.|,And I do love you.,Even just saying the words and seeing it echoed back makes me feel good. I hope I helped.
0,0,,,
1,0,you are not alone|,you are not alone,you are not alone
0,0,,,
0,0,,,
1,0,I can totally relate to this.|,I can totally relate to this.,I can totally relate to this.
1,0,"The main thing is to choose something you enjoy, it will feel much less soul killing, and will come naturally, rather than feeling like you're fighting to survive.|","The main thing is to choose something you enjoy, it will feel much less soul killing, and will come naturally, rather than feeling like you're fighting to survive.","The main thing is to choose something you enjoy, it will feel much less soul killing, and will come naturally, rather than feeling like you're fighting to survive."
1,0,Dojt worry what others think. You are important.|,Dojt worry what others think. You are important.,Dojt worry what others think. You are important.
1,0,You don't sound evil to me. Why do you have such a negative opinion of yourself?|,You don't sound evil to me. Why do you have such a negative opinion of yourself?,You don't sound evil to me. Why do you have such a negative opinion of yourself?
0,0,,,
1,0,"You writing this & still being here I think that's a good sign,I think it means that deep down there's still hope that things will get better & you'll start feeling happier & less lonely, hold on to that feeling & if you ever feel like talking feel free to message me|","You writing this & still being here I think that's a good sign,I think it means that deep down there's still hope that things will get better & you'll start feeling happier & less lonely, hold on to that feeling & if you ever feel like talking feel free to message me","You writing this & still being here I think that's a good sign,I think it means that deep down there's still hope that things will get better & you'll start feeling happier & less lonely, hold on to that feeling & if you ever feel like talking feel free to message me"
1,0,Lucky you...|,Lucky you...,Lucky you...
1,0,I'm so sorry you feel that pain.|I know that pain all too well. That's amazing that you went so long without it!|,I'm so sorry you feel that pain.,I know that pain all too well. That's amazing that you went so long without it!
0,0,,,
0,0,,,
1,0,Strength and peace as you hold on.|,Strength and peace as you hold on.,Strength and peace as you hold on.
0,0,,,
1,0,Do you want to talk about it?|,Do you want to talk about it?,Do you want to talk about it?
0,0,,,
0,0,,,
1,0,"You will find some people who will refuse to leave your side, regardless of what you're going through and regardless of if you both have disagreements or fights. It might take a while, it took me several years, but just keep searching. Be yourself, and the right people will come and they will love you for you. It might take a while, but don't give up hope.|","You will find some people who will refuse to leave your side, regardless of what you're going through and regardless of if you both have disagreements or fights. It might take a while, it took me several years, but just keep searching. Be yourself, and the right people will come and they will love you for you. It might take a while, but don't give up hope.","You will find some people who will refuse to leave your side, regardless of what you're going through and regardless of if you both have disagreements or fights. It might take a while, it took me several years, but just keep searching. Be yourself, and the right people will come and they will love you for you. It might take a while, but don't give up hope."
1,0,"Hang in there cause it gets better for 99% of people!|You have us, and there are therapy apps.|",Hang in there cause it gets better for 99% of people!,Hang in there cause it gets better for 99% of people!
0,0,,,
0,0,,,
1,0,I'm sorry it didn't work out|,I'm sorry it didn't work out,I'm sorry it didn't work out
0,0,,,
1,0,"good to hear brother, choose life!|","good to hear brother, choose life!","good to hear brother, choose life!"
1,0,I'm sorry you're having to deal with it.|,I'm sorry you're having to deal with it.,I'm sorry you're having to deal with it.
1,0,"Chemical imbalance in your brain, its alright|","Chemical imbalance in your brain, its alright","Chemical imbalance in your brain, its alright"
1,0,I'm in your prayers bro. Remember your not alone.|,I'm in your prayers bro. Remember your not alone.,I'm in your prayers bro. Remember your not alone.
1,0,"Life can be overwhelming, especially when you feel the way you do. But you can make it better. Don't be afraid to ask for help.|","Life can be overwhelming, especially when you feel the way you do. But you can make it better. Don't be afraid to ask for help.","Life can be overwhelming, especially when you feel the way you do. But you can make it better. Don't be afraid to ask for help."
1,0,"Well I'll be here if you'd like to talk,|Hopefully it'll get better for us sooner or later, anyway I wish you the best of luck|","Well I'll be here if you'd like to talk,","Hopefully it'll get better for us sooner or later, anyway I wish you the best of luck"
1,0,sorry. one of the shittiest feelings|,sorry. one of the shittiest feelings,sorry. one of the shittiest feelings
1,0,"all you can really do is talk it it and, if it gets worse, GO TO A DOCTOR, hope i helped a bit -Kyle|","all you can really do is talk it it and, if it gets worse, GO TO A DOCTOR, hope i helped a bit -Kyle","all you can really do is talk it it and, if it gets worse, GO TO A DOCTOR, hope i helped a bit -Kyle"
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,I get it.|,I get it.,I get it.
0,0,,,
0,0,,,
1,0,Happy birthday. And crying is always okay. :)|,Happy birthday. And crying is always okay. :),Happy birthday. And crying is always okay. :)
1,0,"Often times people take laughter as a cue that what doing is okay.|let other opinions influence how you see yourself, as hard as that can be. <3|",Often times people take laughter as a cue that what doing is okay.,"let other opinions influence how you see yourself, as hard as that can be. <3"
0,0,,,
1,0,"Madara, there's people on here who will listen to what you have to say and how you feel and who can try to relate and will care. Let us know if you want to talk.|","Madara, there's people on here who will listen to what you have to say and how you feel and who can try to relate and will care. Let us know if you want to talk.","Madara, there's people on here who will listen to what you have to say and how you feel and who can try to relate and will care. Let us know if you want to talk."
1,0,"Yes, a know how the fuck you survived that but so fucking strong have an anxiety endured award|","Yes, a know how the fuck you survived that but so fucking strong have an anxiety endured award","Yes, a know how the fuck you survived that but so fucking strong have an anxiety endured award"
1,0,"I want you to stay alive and fucking nail it! You can do it, buddy!|","I want you to stay alive and fucking nail it! You can do it, buddy!","I want you to stay alive and fucking nail it! You can do it, buddy!"
0,0,,,
0,0,,,
0,0,,,
1,0,You're not alone.|,You're not alone.,You're not alone.
0,0,,,
0,0,,,
0,0,,,
1,0,Hey bud. You're right but|,Hey bud. You're right but,Hey bud. You're right but
0,0,,,
1,0,so sorry my friend.|I hope found something or someone to help you fill a part of that void.|,so sorry my friend.,I hope found something or someone to help you fill a part of that void.
1,0,I hope this helps! Good luck :)|,I hope this helps! Good luck :),I hope this helps! Good luck :)
1,0,Average is great! At least you don't suck|,Average is great! At least you don't suck,Average is great! At least you don't suck
0,0,,,
0,0,,,
0,0,,,
1,0,"Right there with you today.. stay strong, got this.|","Right there with you today.. stay strong, got this.","Right there with you today.. stay strong, got this."
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,sorry about your grandpa|,sorry about your grandpa,sorry about your grandpa
1,0,"ust a stranger on the internet, but not alone. here to listen.|","ust a stranger on the internet, but not alone. here to listen.","ust a stranger on the internet, but not alone. here to listen."
1,0,Hope you're alright. Try and move on as fast as possible and keep this in the back of your head so you don't fall into a dangerous rebound. Keep your head up.|,Hope you're alright. Try and move on as fast as possible and keep this in the back of your head so you don't fall into a dangerous rebound. Keep your head up.,Hope you're alright. Try and move on as fast as possible and keep this in the back of your head so you don't fall into a dangerous rebound. Keep your head up.
1,0,Things do get better man i promise.|hey man i am in the same boat with you|,Things do get better man i promise.,hey man i am in the same boat with you
1,0,please please please don't give up on yourself.|,please please please don't give up on yourself.,please please please don't give up on yourself.
1,0,I understand your pain. Stay strong.|,I understand your pain. Stay strong.,I understand your pain. Stay strong.
1,0,"right there with you, not sure it's a positive or negative to dream literally every time I fall asleep..|","right there with you, not sure it's a positive or negative to dream literally every time I fall asleep..","right there with you, not sure it's a positive or negative to dream literally every time I fall asleep.."
1,0,I can relate to feeling like you can't think straight and need to find something drastic to snap out of it|,I can relate to feeling like you can't think straight and need to find something drastic to snap out of it,I can relate to feeling like you can't think straight and need to find something drastic to snap out of it
1,0,so sorry that you are going through this as well.|,so sorry that you are going through this as well.,so sorry that you are going through this as well.
1,0,"It's your birthday? Well, happy birthday... And I can relate.|","It's your birthday? Well, happy birthday... And I can relate.","It's your birthday? Well, happy birthday... And I can relate."
1,0,I'm sorry to hear that.|,I'm sorry to hear that.,I'm sorry to hear that.
1,0,I'm really sorry for this.|,I'm really sorry for this.,I'm really sorry for this.
0,0,,,
0,0,,,
1,0,I feel the same way|,I feel the same way,I feel the same way
0,0,,,
1,0,anything small that makes you feel better keep doing it|,anything small that makes you feel better keep doing it,anything small that makes you feel better keep doing it
0,0,,,
1,0,"I know how you feel.|You just need to keep fighting. I know it's not much of a help, but it's all I think I can say. If you need to talk, I'm free. I'm proud of you for making it through this much already.|",I know how you feel.,"You just need to keep fighting. I know it's not much of a help, but it's all I think I can say. If you need to talk, I'm free. I'm proud of you for making it through this much already."
0,0,,,
0,0,,,
1,0,Hope everything turns out okay|,Hope everything turns out okay,Hope everything turns out okay
0,0,,,
1,0,"ok to let it out, here to listen and help you.PM if you want to talk.|","ok to let it out, here to listen and help you.PM if you want to talk.","ok to let it out, here to listen and help you.PM if you want to talk."
0,0,,,
1,0,i know this feeling it sucks so hard|,i know this feeling it sucks so hard,i know this feeling it sucks so hard
0,0,,,
1,0,"Maybe one day. as you dream, things will get better. Hopefully. but mostly i believe you are the only one who can make things better. If you are feeling like talking. I'm here. <3. :)|","Maybe one day. as you dream, things will get better. Hopefully. but mostly i believe you are the only one who can make things better. If you are feeling like talking. I'm here. <3. :)","Maybe one day. as you dream, things will get better. Hopefully. but mostly i believe you are the only one who can make things better. If you are feeling like talking. I'm here. <3. :)"
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,You can't fix everything because that's impossible. No one would expect you to fix everything. You're only human ya know|,You can't fix everything because that's impossible. No one would expect you to fix everything. You're only human ya know,You can't fix everything because that's impossible. No one would expect you to fix everything. You're only human ya know
0,0,,,
1,0,Actually I get this a lot.|,Actually I get this a lot.,Actually I get this a lot.
1,0,"Don't worry about work too much, your health is more important and is your priority right now.|","Don't worry about work too much, your health is more important and is your priority right now.","Don't worry about work too much, your health is more important and is your priority right now."
1,0,"I can't remember the last time I was happy, seriously. But I think I understand you. You are so used to being depressed like it's your normal state of being? And then you can feel this tiny bit of happiness and it feels strange, like you don't deserve it? I think you do deserve it.|","I can't remember the last time I was happy, seriously. But I think I understand you. You are so used to being depressed like it's your normal state of being? And then you can feel this tiny bit of happiness and it feels strange, like you don't deserve it? I think you do deserve it.","I can't remember the last time I was happy, seriously. But I think I understand you. You are so used to being depressed like it's your normal state of being? And then you can feel this tiny bit of happiness and it feels strange, like you don't deserve it? I think you do deserve it."
0,0,,,
0,0,,,
1,0,just wanted to let you know that you're not alone.|,just wanted to let you know that you're not alone.,just wanted to let you know that you're not alone.
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,There are people out there who will be blown away by you|,There are people out there who will be blown away by you,There are people out there who will be blown away by you
0,0,,,
1,0,"You are not a fraud, your are worthy.|","You are not a fraud, your are worthy.","You are not a fraud, your are worthy."
1,0,"I'm sorry that you feel this way, and if it means anything I hope you wake up tomorrow and things look up a bit|","I'm sorry that you feel this way, and if it means anything I hope you wake up tomorrow and things look up a bit","I'm sorry that you feel this way, and if it means anything I hope you wake up tomorrow and things look up a bit"
1,0,"I'm sorry, that is so sad!|","I'm sorry, that is so sad!","I'm sorry, that is so sad!"
1,0,hey man dont go at least talk with us|,hey man dont go at least talk with us,hey man dont go at least talk with us
1,0,"Do all you can do to find the proper treatment, and YOU WILL BE OKAY.|","Do all you can do to find the proper treatment, and YOU WILL BE OKAY.","Do all you can do to find the proper treatment, and YOU WILL BE OKAY."
1,0,"I'd care, too. Don't do it, astresc.|","I'd care, too. Don't do it, astresc.","I'd care, too. Don't do it, astresc."
1,0,"I know I'm a stranger, but I am sorry about whatever has brought you to this point. Do consider trying to get help - even if you have before, think about it one last time|","I know I'm a stranger, but I am sorry about whatever has brought you to this point. Do consider trying to get help - even if you have before, think about it one last time","I know I'm a stranger, but I am sorry about whatever has brought you to this point. Do consider trying to get help - even if you have before, think about it one last time"
0,0,,,
0,0,,,
1,0,"Be strong, brother.|","Be strong, brother.","Be strong, brother."
1,0,"There's nothing wrong on reaching out people, you're just showing you like them, you like to be with them, so don't worry about it|","There's nothing wrong on reaching out people, you're just showing you like them, you like to be with them, so don't worry about it","There's nothing wrong on reaching out people, you're just showing you like them, you like to be with them, so don't worry about it"
0,0,,,
1,0,I'm right with you|,I'm right with you,I'm right with you
0,0,,,
1,0,I hear you brother/sister.|,I hear you brother/sister.,I hear you brother/sister.
1,0,I know how you feel but you have to remind yourself that even if right now no one would be worse off without you it doesn't stop you from making a positive impact in the world in the future|,I know how you feel but you have to remind yourself that even if right now no one would be worse off without you it doesn't stop you from making a positive impact in the world in the future,I know how you feel but you have to remind yourself that even if right now no one would be worse off without you it doesn't stop you from making a positive impact in the world in the future
1,0,"I feel that way, but somehow I always manage to lose even more if someone insults me|","I feel that way, but somehow I always manage to lose even more if someone insults me","I feel that way, but somehow I always manage to lose even more if someone insults me"
0,0,,,
0,0,,,
1,0,Just fucking do it. what could go wrong. Make your life about being grateful for everything and you will not be disappointed. Stay busy. don't let yourself get lost in anything but her. make loving her your first and for most job and you will never be disappointed or sad.|,Just fucking do it. what could go wrong. Make your life about being grateful for everything and you will not be disappointed. Stay busy. don't let yourself get lost in anything but her. make loving her your first and for most job and you will never be disappointed or sad.,Just fucking do it. what could go wrong. Make your life about being grateful for everything and you will not be disappointed. Stay busy. don't let yourself get lost in anything but her. make loving her your first and for most job and you will never be disappointed or sad.
1,0,So fucking true... Nobody does.|,So fucking true... Nobody does.,So fucking true... Nobody does.
1,0,"Same, we're all here for you, take a deep breath and talk to us!|","Same, we're all here for you, take a deep breath and talk to us!","Same, we're all here for you, take a deep breath and talk to us!"
1,0,so sorry that's happening to you|,so sorry that's happening to you,so sorry that's happening to you
0,0,,,
0,0,,,
0,0,,,
1,0,I can relate|,I can relate,I can relate
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,"Don't worry about other people, they will become dust while you will become a diamond.|","Don't worry about other people, they will become dust while you will become a diamond.","Don't worry about other people, they will become dust while you will become a diamond."
1,0,I hope you r ready to be happy and move on from this phase|,I hope you r ready to be happy and move on from this phase,I hope you r ready to be happy and move on from this phase
1,0,I'm sorry to hear about your dog.|,I'm sorry to hear about your dog.,I'm sorry to hear about your dog.
1,0,I agree with what you're saying.|,I agree with what you're saying.,I agree with what you're saying.
1,0,"Ugh, you are absolutely right; the world and humans are a mess.|This might not make you feel better but it has always been a mess. It actually isn't really much worse than it has always been.|","Ugh, you are absolutely right; the world and humans are a mess.",This might not make you feel better but it has always been a mess. It actually isn't really much worse than it has always been.
1,0,"Don't worry friend, rant all you want if it helps|I'm here for you.|","Don't worry friend, rant all you want if it helps","Don't worry friend, rant all you want if it helps"
0,0,,,
1,0,You're not alone in this feeling|,You're not alone in this feeling,You're not alone in this feeling
1,0,I'm here. I'll try to help.|,I'm here. I'll try to help.,I'm here. I'll try to help.
0,0,,,
1,0,That's so awesome!! It's great that you're getting past your fears! I believe in you!|,That's so awesome!! It's great that you're getting past your fears! I believe in you!,That's so awesome!! It's great that you're getting past your fears! I believe in you!
0,0,,,
1,0,"I feel you. If you ever want to talk, I'm here|","I feel you. If you ever want to talk, I'm here","I feel you. If you ever want to talk, I'm here"
1,0,Iam hoping for the same thing|,Iam hoping for the same thing,Iam hoping for the same thing
0,0,,,
0,0,,,
1,0,I don't want you to jump. I don't want you to die|,I don't want you to jump. I don't want you to die,I don't want you to jump. I don't want you to die
1,0,What a crappy thing that guy did! No--you're not the bad guy.|,What a crappy thing that guy did! No--you're not the bad guy.,What a crappy thing that guy did! No--you're not the bad guy.
1,0,Just be there for him. Don't be pushy and don't think that you understand him better that he does. Just hear him out when he reaches out. You don't even have to know what advice to offer just be an ear to him.|,Just be there for him. Don't be pushy and don't think that you understand him better that he does. Just hear him out when he reaches out. You don't even have to know what advice to offer just be an ear to him.,Just be there for him. Don't be pushy and don't think that you understand him better that he does. Just hear him out when he reaches out. You don't even have to know what advice to offer just be an ear to him.
1,0,"You did something i never would have the balls to do There have been so many situations where i just wanted to get up and leave, but i never did because i didnt want to deal with the concequences|","You did something i never would have the balls to do There have been so many situations where i just wanted to get up and leave, but i never did because i didnt want to deal with the concequences","You did something i never would have the balls to do There have been so many situations where i just wanted to get up and leave, but i never did because i didnt want to deal with the concequences"
0,0,,,
1,0,I'm so sorry to hear about your situation|,I'm so sorry to hear about your situation,I'm so sorry to hear about your situation
1,0,but though I suck at human contact my inbox is open if you just want to chat.|,but though I suck at human contact my inbox is open if you just want to chat.,but though I suck at human contact my inbox is open if you just want to chat.
0,0,,,
1,0,You aren't a bother. :)|,You aren't a bother. :),You aren't a bother. :)
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Keep it up. on your team.|,Keep it up. on your team.,Keep it up. on your team.
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,"I hope that you are feeling a little better. We get new opportunities every day, but it is hard to get over mistakes in the past sometimes. Unfortunately, we can't change the past, until I finish the time machine that I'm working on in my basement. :) Feel free to contribute to my Kickstarter fundraiser! :)|","I hope that you are feeling a little better. We get new opportunities every day, but it is hard to get over mistakes in the past sometimes. Unfortunately, we can't change the past, until I finish the time machine that I'm working on in my basement. :) Feel free to contribute to my Kickstarter fundraiser! :)","I hope that you are feeling a little better. We get new opportunities every day, but it is hard to get over mistakes in the past sometimes. Unfortunately, we can't change the past, until I finish the time machine that I'm working on in my basement. :) Feel free to contribute to my Kickstarter fundraiser! :)"
1,0,in there my friend. I'm here for you|,in there my friend. I'm here for you,in there my friend. I'm here for you
1,0,"There is always help. Please PM me, and we can talk.|","There is always help. Please PM me, and we can talk.","There is always help. Please PM me, and we can talk."
1,0,That's not the real you. It just feels more comfortable but it's not. I hope you can see that. Stay strong friend.|,That's not the real you. It just feels more comfortable but it's not. I hope you can see that. Stay strong friend.,That's not the real you. It just feels more comfortable but it's not. I hope you can see that. Stay strong friend.
0,0,,,
0,0,,,
1,0,Sorry for your loss|,Sorry for your loss,Sorry for your loss
0,0,,,
1,0,"You should give it a shot. Go out to a restaurant or something, just get out.|","You should give it a shot. Go out to a restaurant or something, just get out.","You should give it a shot. Go out to a restaurant or something, just get out."
1,0,"Hi Friend, Someone will always it worse. This is true.|Don't let the fear of being not down to Earth shackle you my friend.|I truly feel that your reactions to other's lives highlights your ability to empathize and live. Harvest that energy for its beauty and not its sadness. Stay strong.|","Hi Friend, Someone will always it worse. This is true.",I truly feel that your reactions to other's lives highlights your ability to empathize and live. Harvest that energy for its beauty and not its sadness. Stay strong.
0,0,,,
1,0,Im always here for you|,Im always here for you,Im always here for you
0,0,,,
1,0,"Stay strong, not alone.|","Stay strong, not alone.","Stay strong, not alone."
0,0,,,
1,0,"There are people, who want to know more if you don't fake it.. but some people are not worth knowing your secrets.. so just don't mind them, smile and move on.|However, it can become stressful if you have nobody to talk to in a realistic way as possible without anything fake at all on you.|","There are people, who want to know more if you don't fake it.. but some people are not worth knowing your secrets.. so just don't mind them, smile and move on.","There are people, who want to know more if you don't fake it.. but some people are not worth knowing your secrets.. so just don't mind them, smile and move on."
1,0,"I hope you find the courage to do it sometime, buddy.|","I hope you find the courage to do it sometime, buddy.","I hope you find the courage to do it sometime, buddy."
0,0,,,
1,0,You will find friends who care. Sometimes friends come out and tell you that you can talk to them about anything you just need to find the right people.|,You will find friends who care. Sometimes friends come out and tell you that you can talk to them about anything you just need to find the right people.,You will find friends who care. Sometimes friends come out and tell you that you can talk to them about anything you just need to find the right people.
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Do something to take care of yourself please. Just something. One thing.|,Do something to take care of yourself please. Just something. One thing.,Do something to take care of yourself please. Just something. One thing.
0,0,,,
0,0,,,
1,0,Tell us. We'll listen.|,Tell us. We'll listen.,Tell us. We'll listen.
1,0,Hang in there.|,Hang in there.,Hang in there.
0,0,,,
1,0,Hope it goes well|,Hope it goes well,Hope it goes well
