empathy,augmented_flag,rationales,first_rationale,longest_rationale
1,1,"Can you tell me more about your experience lying in bed? What you feel, what your thoughts are about not lying in bed?|","Can you tell me more about your experience lying in bed? What you feel, what your thoughts are about not lying in bed?","Can you tell me more about your experience lying in bed? What you feel, what your thoughts are about not lying in bed?"
0,0,,,
0,0,,,
1,0,Why is that depressing?|,Why is that depressing?,Why is that depressing?
1,0,Everyone I know is going to die and one day I am going to die. Why is that sad?|,Everyone I know is going to die and one day I am going to die. Why is that sad?,Everyone I know is going to die and one day I am going to die. Why is that sad?
0,0,,,
0,0,,,
0,0,,,
1,1,"Could you maybe find a reason to live in the fact that if you get out of this abusive life you're living in and build a life that you're proud of, that will show your family how better of a person you are than them? Would you find comfort and maybe willpower in that?|","Could you maybe find a reason to live in the fact that if you get out of this abusive life you're living in and build a life that you're proud of, that will show your family how better of a person you are than them? Would you find comfort and maybe willpower in that?","Could you maybe find a reason to live in the fact that if you get out of this abusive life you're living in and build a life that you're proud of, that will show your family how better of a person you are than them? Would you find comfort and maybe willpower in that?"
1,0,"And don't hesitate to reply with an update later, yeah?|","And don't hesitate to reply with an update later, yeah?","And don't hesitate to reply with an update later, yeah?"
0,0,,,
1,1,Can you recall times of your old self when you were happy?|Was there a particular activity you did that made you happy?|Has there been a big life change between then and now?|,Can you recall times of your old self when you were happy?,Was there a particular activity you did that made you happy?
0,0,,,
1,0,Are you also experiencing sadness?|,Are you also experiencing sadness?,Are you also experiencing sadness?
1,0,What happened on Nov 28th?|,What happened on Nov 28th?,What happened on Nov 28th?
1,1,What convinced you|,What convinced you,What convinced you
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Were you ever bullied? Do you have a circle of friends?|,Were you ever bullied? Do you have a circle of friends?,Were you ever bullied? Do you have a circle of friends?
0,0,,,
1,1,Any reason this all happened to you?|,Any reason this all happened to you?,Any reason this all happened to you?
1,1,Why dont you try to talk to your girlfriend|,Why dont you try to talk to your girlfriend,Why dont you try to talk to your girlfriend
0,0,,,
1,0,That's a bit dark. How did you get here?|,That's a bit dark. How did you get here?,That's a bit dark. How did you get here?
0,0,,,
1,0,Does anyone know about that demon?|,Does anyone know about that demon?,Does anyone know about that demon?
1,0,Is it the feeling or the visual that eases you?|,Is it the feeling or the visual that eases you?,Is it the feeling or the visual that eases you?
0,0,,,
0,0,,,
1,1,How's your diet?|How are you doing socially?|,How's your diet?,How are you doing socially?
1,0,What makes you not good enough? Not good enough for what?|,What makes you not good enough? Not good enough for what?,What makes you not good enough? Not good enough for what?
0,0,,,
1,0,"If you are hungry, you can kill that guy eating a taco and then eat the taco for yourself. It may be important to consider the long-term effects: how does that anger affect the long-term goals? What are your long-term goals with them?|","If you are hungry, you can kill that guy eating a taco and then eat the taco for yourself. It may be important to consider the long-term effects: how does that anger affect the long-term goals? What are your long-term goals with them?","If you are hungry, you can kill that guy eating a taco and then eat the taco for yourself. It may be important to consider the long-term effects: how does that anger affect the long-term goals? What are your long-term goals with them?"
0,0,,,
1,1,"What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?|","What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?","What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?"
0,0,,,
1,0,How many women will you please with your grin if you had nice clean teeth?|,How many women will you please with your grin if you had nice clean teeth?,How many women will you please with your grin if you had nice clean teeth?
1,1,Why even care what random people think of you?|,Why even care what random people think of you?,Why even care what random people think of you?
0,0,,,
0,0,,,
0,0,,,
1,1,What's next in the life master plan?|,What's next in the life master plan?,What's next in the life master plan?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,How tall are you dude?|,How tall are you dude?,How tall are you dude?
1,1,what do you have?|,what do you have?,what do you have?
1,0,Yeah man you want to sleep and not wake up right?|,Yeah man you want to sleep and not wake up right?,Yeah man you want to sleep and not wake up right?
1,1,what is CTE|,what is CTE,what is CTE
0,0,,,
1,0,Did something happen to start your depression?|,Did something happen to start your depression?,Did something happen to start your depression?
1,0,"Can you tell me more about your experience lying in bed? What you feel, what your thoughts are about not lying in bed?|","Can you tell me more about your experience lying in bed? What you feel, what your thoughts are about not lying in bed?","Can you tell me more about your experience lying in bed? What you feel, what your thoughts are about not lying in bed?"
1,0,Why?|,Why?,Why?
0,0,,,
1,1,Why not? Are depressed people not supposed to feel a little hope at times?|,Why not? Are depressed people not supposed to feel a little hope at times?,Why not? Are depressed people not supposed to feel a little hope at times?
1,0,Do you care about excitement at all or no?|,Do you care about excitement at all or no?,Do you care about excitement at all or no?
0,0,,,
1,0,Be rid of it? Or get better at handling it? Did it come out of nowhere? Or have you had it for a while?|,Be rid of it? Or get better at handling it? Did it come out of nowhere? Or have you had it for a while?,Be rid of it? Or get better at handling it? Did it come out of nowhere? Or have you had it for a while?
1,1,Just wondering how your holding up?|,Just wondering how your holding up?,Just wondering how your holding up?
1,1,Does you happiness rely on other people's behavior?|,Does you happiness rely on other people's behavior?,Does you happiness rely on other people's behavior?
0,0,,,
0,0,,,
0,0,,,
1,1,Have you looked into therapy?|,Have you looked into therapy?,Have you looked into therapy?
0,0,,,
0,0,,,
1,0,what would you tell someone else who posted this?|,what would you tell someone else who posted this?,what would you tell someone else who posted this?
1,0,Tell me what's going on.|,Tell me what's going on.,Tell me what's going on.
0,0,,,
0,0,,,
0,0,,,
1,0,what kind of vid is it?|,what kind of vid is it?,what kind of vid is it?
1,1,what life path are you|,what life path are you,what life path are you
1,0,does this mean you're seeing someone already?|,does this mean you're seeing someone already?,does this mean you're seeing someone already?
0,0,,,
0,0,,,
0,0,,,
1,0,What vibes you giving off?|,What vibes you giving off?,What vibes you giving off?
1,0,what about the relatives and the mess?|,what about the relatives and the mess?,what about the relatives and the mess?
0,0,,,
0,0,,,
1,1,How would you feel if they asked you to stay with someone because they liked that person?|,How would you feel if they asked you to stay with someone because they liked that person?,How would you feel if they asked you to stay with someone because they liked that person?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Are you overlooking things in the relationship that show that you actually are?|,Are you overlooking things in the relationship that show that you actually are?,Are you overlooking things in the relationship that show that you actually are?
1,0,Is that really so bad?|,Is that really so bad?,Is that really so bad?
1,0,Have you thought about taking a sleep aid?|,Have you thought about taking a sleep aid?,Have you thought about taking a sleep aid?
0,0,,,
1,1,Why do u feel bad right now?|,Why do u feel bad right now?,Why do u feel bad right now?
1,0,Define obsessed what do you think about?|,Define obsessed what do you think about?,Define obsessed what do you think about?
1,0,how deeply did you cut yourself and with what?|,how deeply did you cut yourself and with what?,how deeply did you cut yourself and with what?
0,0,,,
1,0,do you have any hobbies?|,do you have any hobbies?,do you have any hobbies?
1,1,Do you write?|,Do you write?,Do you write?
0,0,,,
1,0,What makes you say these things?|,What makes you say these things?,What makes you say these things?
1,1,On an unrelated note: you like penguins?|,On an unrelated note: you like penguins?,On an unrelated note: you like penguins?
0,0,,,
1,0,what happened to your dog if i may ask?|,what happened to your dog if i may ask?,what happened to your dog if i may ask?
1,1,What happened?|,What happened?,What happened?
0,0,,,
1,0,what does sme mean?|,what does sme mean?,what does sme mean?
1,0,got you feeling like this? Can you describe?|,got you feeling like this? Can you describe?,got you feeling like this? Can you describe?
1,0,"Very shitty. And you, OP?|","Very shitty. And you, OP?","Very shitty. And you, OP?"
1,1,Have you been to see student support?|,Have you been to see student support?,Have you been to see student support?
0,0,,,
1,0,Don't you have any friends in school by the way?|,Don't you have any friends in school by the way?,Don't you have any friends in school by the way?
0,0,,,
0,0,,,
1,0,Are you my doppelganger?|,Are you my doppelganger?,Are you my doppelganger?
1,0,How do you know it was a lie?|Who complimented you and in what context?|,How do you know it was a lie?,Who complimented you and in what context?
0,0,,,
0,0,,,
1,0,What's the deal with the hotline thing?|,What's the deal with the hotline thing?,What's the deal with the hotline thing?
0,0,,,
1,0,Have you tried admitting yourself anywhere?|,Have you tried admitting yourself anywhere?,Have you tried admitting yourself anywhere?
1,0,How is in your head? I mean... what thoughts go through it?|,How is in your head? I mean... what thoughts go through it?,How is in your head? I mean... what thoughts go through it?
1,0,What sorts of things do you do to get yourself out there?|Do you have any fun hobbies or anything?|,What sorts of things do you do to get yourself out there?,What sorts of things do you do to get yourself out there?
0,0,,,
1,0,What's your favourite Zeppelin song or album?|,What's your favourite Zeppelin song or album?,What's your favourite Zeppelin song or album?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Who are you?|Why do you need to die?|,Who are you?,Why do you need to die?
1,0,How did the trauma come about?|,How did the trauma come about?,How did the trauma come about?
1,1,is this an ongoing thing or does it come in phases? how does being high help?|,is this an ongoing thing or does it come in phases? how does being high help?,is this an ongoing thing or does it come in phases? how does being high help?
0,0,,,
1,0,Do you have the option to look for different work? How long have you been there?|,Do you have the option to look for different work? How long have you been there?,Do you have the option to look for different work? How long have you been there?
0,0,,,
0,0,,,
1,0,Have you been smoking since long?|,Have you been smoking since long?,Have you been smoking since long?
1,0,Do you have someone you can talk to?|,Do you have someone you can talk to?,Do you have someone you can talk to?
0,0,,,
1,0,Why not try and get to know some of us?|,Why not try and get to know some of us?,Why not try and get to know some of us?
0,0,,,
0,0,,,
0,0,,,
1,0,What is normal?|,What is normal?,What is normal?
1,0,What seems to be weighing you down lately?|,What seems to be weighing you down lately?,What seems to be weighing you down lately?
0,0,,,
0,0,,,
0,0,,,
1,1,why do you think things would be better without you or why does it make you feel better to think that you will not be around anymore?|,why do you think things would be better without you or why does it make you feel better to think that you will not be around anymore?,why do you think things would be better without you or why does it make you feel better to think that you will not be around anymore?
0,0,,,
0,0,,,
1,0,"ex for a reason, right?|","ex for a reason, right?","ex for a reason, right?"
1,1,Can you just get one of those packages of pre-washed spinach and add those to your sandwiches as a start?|,Can you just get one of those packages of pre-washed spinach and add those to your sandwiches as a start?,Can you just get one of those packages of pre-washed spinach and add those to your sandwiches as a start?
1,0,who wouldnt want to show up to that??|,who wouldnt want to show up to that??,who wouldnt want to show up to that??
1,0,What do you like to do?|,What do you like to do?,What do you like to do?
1,1,What would you want your parents to change about what they do?|,What would you want your parents to change about what they do?,What would you want your parents to change about what they do?
0,0,,,
1,0,Would you like to quit drinking?|,Would you like to quit drinking?,Would you like to quit drinking?
1,0,how deep does the rabbit hole go?|,how deep does the rabbit hole go?,how deep does the rabbit hole go?
1,1,what are you needing help with?|,what are you needing help with?,what are you needing help with?
1,1,Had the same job for five years? Never taken a sick day? Just been consistently employed for 5 years? Or old enough to even have a five year work history?|,Had the same job for five years? Never taken a sick day? Just been consistently employed for 5 years? Or old enough to even have a five year work history?,Had the same job for five years? Never taken a sick day? Just been consistently employed for 5 years? Or old enough to even have a five year work history?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,1,"What were you like as a child? Were you high-achieving back then as well, and did you feel a pressure to do well in any aspect?|","What were you like as a child? Were you high-achieving back then as well, and did you feel a pressure to do well in any aspect?","What were you like as a child? Were you high-achieving back then as well, and did you feel a pressure to do well in any aspect?"
1,1,What's on your mind? <3|,What's on your mind? <3,What's on your mind? <3
1,1,What is on your mind?|,What is on your mind?,What is on your mind?
0,0,,,
1,0,Why would you want to be depressed?|,Why would you want to be depressed?,Why would you want to be depressed?
0,0,,,
0,0,,,
1,0,What would you want your parents to change about what they do?|,What would you want your parents to change about what they do?,What would you want your parents to change about what they do?
1,0,You haven't tried everything that's clealry illogical. How have those things failed?|Are there specific things you tried for a set period of time and the outcome never changed?|What do you think you need the most help with?|,You haven't tried everything that's clealry illogical. How have those things failed?,Are there specific things you tried for a set period of time and the outcome never changed?
0,0,,,
1,0,What are some examples? Something that has happened lately? Anything specific?|,What are some examples? Something that has happened lately? Anything specific?,What are some examples? Something that has happened lately? Anything specific?
1,1,What now?|,What now?,What now?
0,0,,,
0,0,,,
1,1,how are your lungs?|,how are your lungs?,how are your lungs?
1,0,do you know why you feel that ? Is there any reason ?|,do you know why you feel that ? Is there any reason ?,do you know why you feel that ? Is there any reason ?
1,1,in what way do people bother you. Like they personally go out of their way or you mean like everyone including random people annoy you?|,in what way do people bother you. Like they personally go out of their way or you mean like everyone including random people annoy you?,in what way do people bother you. Like they personally go out of their way or you mean like everyone including random people annoy you?
1,0,what the fuck do I do?|,what the fuck do I do?,what the fuck do I do?
1,1,does this mean you're seeing someone already?|,does this mean you're seeing someone already?,does this mean you're seeing someone already?
0,0,,,
0,0,,,
1,1,How did you manage that?|,How did you manage that?,How did you manage that?
0,0,,,
0,0,,,
1,1,So what's the matter?|,So what's the matter?,So what's the matter?
0,0,,,
1,1,Why wouldn't you deserve to exist?|,Why wouldn't you deserve to exist?,Why wouldn't you deserve to exist?
0,0,,,
0,0,,,
0,0,,,
1,0,Why?|Whats made you feel like wanting to?|,Why?,Whats made you feel like wanting to?
0,0,,,
1,1,Why cant you get it treated?|,Why cant you get it treated?,Why cant you get it treated?
1,1,What emotion are you experiencing right now? How do you identify it? What caused you to feel like this? What steps can you make to prevent this feeling?|,What emotion are you experiencing right now? How do you identify it? What caused you to feel like this? What steps can you make to prevent this feeling?,What emotion are you experiencing right now? How do you identify it? What caused you to feel like this? What steps can you make to prevent this feeling?
0,0,,,
1,1,"May I ask, are you on antidepressants?|","May I ask, are you on antidepressants?","May I ask, are you on antidepressants?"
0,0,,,
1,1,e accept the love wee think we deserve. why don't you think you're deserving?|,e accept the love wee think we deserve. why don't you think you're deserving?,e accept the love wee think we deserve. why don't you think you're deserving?
1,0,Are you feeling that you would be judged? Judging yourself?|,Are you feeling that you would be judged? Judging yourself?,Are you feeling that you would be judged? Judging yourself?
1,0,Are you on any medications?|,Are you on any medications?,Are you on any medications?
1,1,Can you open-up a bit to explain? What's the matter?|,Can you open-up a bit to explain? What's the matter?,Can you open-up a bit to explain? What's the matter?
1,1,do you not know what you're doing in regards to a specific section of your life? Like school or work?|,do you not know what you're doing in regards to a specific section of your life? Like school or work?,do you not know what you're doing in regards to a specific section of your life? Like school or work?
1,1,. Do you believe there is a point to living besides to die|,. Do you believe there is a point to living besides to die,. Do you believe there is a point to living besides to die
0,0,,,
0,0,,,
1,0,"What do you like doing? what do you like spendin your time on? movies? tv? games? being creative? could be anything, what is yours?|","What do you like doing? what do you like spendin your time on? movies? tv? games? being creative? could be anything, what is yours?","What do you like doing? what do you like spendin your time on? movies? tv? games? being creative? could be anything, what is yours?"
1,0,Only sometimes?|,Only sometimes?,Only sometimes?
1,0,By any chance do you think you're in a loop|,By any chance do you think you're in a loop,By any chance do you think you're in a loop
1,1,You have no one to talk to?|,You have no one to talk to?,You have no one to talk to?
1,0,Care to extrapolate on some positive examples of your brain rewiring?|,Care to extrapolate on some positive examples of your brain rewiring?,Care to extrapolate on some positive examples of your brain rewiring?
1,0,What kind of connections do you want / need?|,What kind of connections do you want / need?,What kind of connections do you want / need?
0,0,,,
1,1,Maybe eventually we'll be productive right?|,Maybe eventually we'll be productive right?,Maybe eventually we'll be productive right?
0,0,,,
1,0,Why can't you ask your parents for help?|,Why can't you ask your parents for help?,Why can't you ask your parents for help?
1,0,What are your goals?|,What are your goals?,What are your goals?
1,1,What's your story and I'll share mine?|,What's your story and I'll share mine?,What's your story and I'll share mine?
0,0,,,
0,0,,,
1,1,Why do you think so?|,Why do you think so?,Why do you think so?
1,0,what was his reaction?|,what was his reaction?,what was his reaction?
0,0,,,
0,0,,,
0,0,,,
1,1,do you have any hobbies?|,do you have any hobbies?,do you have any hobbies?
0,0,,,
1,1,Why even care what random people think of you?|,Why even care what random people think of you?,Why even care what random people think of you?
1,0,Anyone in your life you could reach out to?|,Anyone in your life you could reach out to?,Anyone in your life you could reach out to?
1,1,"If we weren't insignificant in the universe, would it make living more worthwhile?|","If we weren't insignificant in the universe, would it make living more worthwhile?","If we weren't insignificant in the universe, would it make living more worthwhile?"
0,0,,,
1,0,"Life / people have continuously treated you worse than shit, and you developed depression because of it ?|","Life / people have continuously treated you worse than shit, and you developed depression because of it ?","Life / people have continuously treated you worse than shit, and you developed depression because of it ?"
1,1,Is there any chance of reconsideration?|,Is there any chance of reconsideration?,Is there any chance of reconsideration?
1,0,"Do you feel bad after drinking? If not, why should you give it up? Also, does it interact with medicines you are taking?|","Do you feel bad after drinking? If not, why should you give it up? Also, does it interact with medicines you are taking?","Do you feel bad after drinking? If not, why should you give it up? Also, does it interact with medicines you are taking?"
0,0,,,
0,0,,,
1,1,How will you fuck people over?|,How will you fuck people over?,How will you fuck people over?
1,0,What makes you feel like this?|,What makes you feel like this?,What makes you feel like this?
1,1,Define obsessed what do you think about?|,Define obsessed what do you think about?,Define obsessed what do you think about?
1,0,Is there something enjoyable that you can get out of bed for?|,Is there something enjoyable that you can get out of bed for?,Is there something enjoyable that you can get out of bed for?
1,1,What is your consciousness worth to you?|,What is your consciousness worth to you?,What is your consciousness worth to you?
0,0,,,
0,0,,,
1,1,What is normal?|,What is normal?,What is normal?
0,0,,,
1,1,are you quiet or shy?|,are you quiet or shy?,are you quiet or shy?
0,0,,,
0,0,,,
0,0,,,
1,1,Can you reach out to her and tell the same thing to her that you told here right now? I|,Can you reach out to her and tell the same thing to her that you told here right now? I,Can you reach out to her and tell the same thing to her that you told here right now? I
1,1,"If the life you're living isn't making you happy, it's not what you want, why don't you change it?|","If the life you're living isn't making you happy, it's not what you want, why don't you change it?","If the life you're living isn't making you happy, it's not what you want, why don't you change it?"
0,0,,,
1,0,Freshman in high school or college?|,Freshman in high school or college?,Freshman in high school or college?
0,0,,,
1,1,What kind of work does your firm do?|,What kind of work does your firm do?,What kind of work does your firm do?
1,0,immediately get scammed. How so?|,immediately get scammed. How so?,immediately get scammed. How so?
0,0,,,
1,1,Have you considered seeing someone to talk about this?|,Have you considered seeing someone to talk about this?,Have you considered seeing someone to talk about this?
0,0,,,
1,0,Might wanna see a doc..|,Might wanna see a doc..,Might wanna see a doc..
1,1,"Things used to be so simple, right?|","Things used to be so simple, right?","Things used to be so simple, right?"
0,0,,,
1,1,who wouldnt want to show up to that??|,who wouldnt want to show up to that??,who wouldnt want to show up to that??
0,0,,,
1,1,Have you looked into getting help?|,Have you looked into getting help?,Have you looked into getting help?
0,0,,,
1,0,"What's happening, friend ?|","What's happening, friend ?","What's happening, friend ?"
1,0,Why wouldn't you deserve to exist?|,Why wouldn't you deserve to exist?,Why wouldn't you deserve to exist?
0,0,,,
0,0,,,
0,0,,,
1,0,What did you write in your note?|,What did you write in your note?,What did you write in your note?
0,0,,,
1,0,And explain your current situation?|,And explain your current situation?,And explain your current situation?
0,0,,,
0,0,,,
1,1,what do you like doing?|what do you personally find enjoyable?|has your depression taken your interests away from you?|,what do you like doing?,has your depression taken your interests away from you?
0,0,,,
0,0,,,
1,0,What happened?|,What happened?,What happened?
0,0,,,
1,0,What makes you think you're a shitty human being?|,What makes you think you're a shitty human being?,What makes you think you're a shitty human being?
0,0,,,
1,1,Do you have any friends that aren't always going to blow sunshine up your ass or a therapist?|,Do you have any friends that aren't always going to blow sunshine up your ass or a therapist?,Do you have any friends that aren't always going to blow sunshine up your ass or a therapist?
1,1,Are you getting your results on the 10th or 17th of August?|And did you write AS or A2?|,Are you getting your results on the 10th or 17th of August?,Are you getting your results on the 10th or 17th of August?
1,0,Is anyone home you can talk to?|Has anything happened in your life recently?|,Is anyone home you can talk to?,Has anything happened in your life recently?
0,0,,,
1,1,Have you tried exploring out of your circle of people?|,Have you tried exploring out of your circle of people?,Have you tried exploring out of your circle of people?
1,0,Does your school have any counseling or therapy?|,Does your school have any counseling or therapy?,Does your school have any counseling or therapy?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,1,Do you respect those people who changed you in your life?|Do you respect them enough to keep them with you?|,Do you respect those people who changed you in your life?,Do you respect those people who changed you in your life?
1,0,Why do so many of us feel this way.|,Why do so many of us feel this way.,Why do so many of us feel this way.
1,1,How are you feeling ?|,How are you feeling ?,How are you feeling ?
1,1,Were you able to finish the cookies?|,Were you able to finish the cookies?,Were you able to finish the cookies?
1,1,"And don't hesitate to reply with an update later, yeah?|","And don't hesitate to reply with an update later, yeah?","And don't hesitate to reply with an update later, yeah?"
1,0,She came back the first time?|,She came back the first time?,She came back the first time?
1,1,In what way is it dragging her down?|,In what way is it dragging her down?,In what way is it dragging her down?
0,0,,,
1,0,Are you responsible for the stairs that just aren't quite right?|,Are you responsible for the stairs that just aren't quite right?,Are you responsible for the stairs that just aren't quite right?
1,0,What was it that made you feel|,What was it that made you feel,What was it that made you feel
1,1,"What do you like doing? what do you like spendin your time on? movies? tv? games? being creative? could be anything, what is yours?|","What do you like doing? what do you like spendin your time on? movies? tv? games? being creative? could be anything, what is yours?","What do you like doing? what do you like spendin your time on? movies? tv? games? being creative? could be anything, what is yours?"
0,0,,,
1,1,"Do you like art? Reading? Movies?|have you thought about possibly making a schedule for yourself so you can find time to do group activities?|Also, with the drinking and drugs, do you have time for that or is that during work hours?|",Do you like art? Reading? Movies?,have you thought about possibly making a schedule for yourself so you can find time to do group activities?
1,0,"Could you provide more details? How is jealousy negatively impacting your relationships, specifically?|","Could you provide more details? How is jealousy negatively impacting your relationships, specifically?","Could you provide more details? How is jealousy negatively impacting your relationships, specifically?"
1,1,hows physuics going?|,hows physuics going?,hows physuics going?
0,0,,,
0,0,,,
1,1,What do you feel is bringing on said troubling thoughts?|,What do you feel is bringing on said troubling thoughts?,What do you feel is bringing on said troubling thoughts?
0,0,,,
1,1,how you get addicted to heroin.|,how you get addicted to heroin.,how you get addicted to heroin.
1,0,Who hurted you?|What happened??|,Who hurted you?,Who hurted you?
1,0,Is it bc they have relationships and you don't?|,Is it bc they have relationships and you don't?,Is it bc they have relationships and you don't?
0,0,,,
0,0,,,
1,1,How did the trauma come about?|,How did the trauma come about?,How did the trauma come about?
1,1,what the fuck do I do?|,what the fuck do I do?,what the fuck do I do?
1,1,What types of jobs are you applying for?|,What types of jobs are you applying for?,What types of jobs are you applying for?
1,0,What trash music is on?|,What trash music is on?,What trash music is on?
1,1,Do you feel guilt or shame - what I mean by that is do you feel like you don't deserve that 1 day of feeling OK?|,Do you feel guilt or shame - what I mean by that is do you feel like you don't deserve that 1 day of feeling OK?,Do you feel guilt or shame - what I mean by that is do you feel like you don't deserve that 1 day of feeling OK?
1,0,Are you on medication?|,Are you on medication?,Are you on medication?
1,1,Why would she want you to close the curtains?|,Why would she want you to close the curtains?,Why would she want you to close the curtains?
1,1,Are you on disability at all?|,Are you on disability at all?,Are you on disability at all?
1,1,Have you tried talking to a counselor at all?|,Have you tried talking to a counselor at all?,Have you tried talking to a counselor at all?
1,1,do you have any close friends?|does it help you to at least talk about it?|,do you have any close friends?,does it help you to at least talk about it?
0,0,,,
0,0,,,
1,0,Were you close?|,Were you close?,Were you close?
0,0,,,
0,0,,,
0,0,,,
1,0,"May I ask, are you on antidepressants?|","May I ask, are you on antidepressants?","May I ask, are you on antidepressants?"
1,0,"After all, how pathetic is it to want something and be sad because we can't have it?|","After all, how pathetic is it to want something and be sad because we can't have it?","After all, how pathetic is it to want something and be sad because we can't have it?"
1,0,"Is there something you are passionate about? Something (other than another person, as people are inconstant and often unreliable) that you are passionate about?|","Is there something you are passionate about? Something (other than another person, as people are inconstant and often unreliable) that you are passionate about?","Is there something you are passionate about? Something (other than another person, as people are inconstant and often unreliable) that you are passionate about?"
0,0,,,
1,0,You hate yourself?|what do you hate?|,You hate yourself?,You hate yourself?
0,0,,,
1,0,Have you used indeed.com before?|,Have you used indeed.com before?,Have you used indeed.com before?
0,0,,,
1,1,isnt there really anything you can do about your desperate situation?|,isnt there really anything you can do about your desperate situation?,isnt there really anything you can do about your desperate situation?
1,1,What would you do all day at home?|,What would you do all day at home?,What would you do all day at home?
0,0,,,
0,0,,,
1,0,would you be moving to a new city or some where farther away?|,would you be moving to a new city or some where farther away?,would you be moving to a new city or some where farther away?
0,0,,,
1,0,What?|,What?,What?
0,0,,,
1,0,"Why do you hate yourself OP?|Is there something that's causing you to feel guilt, or shame?|",Why do you hate yourself OP?,"Is there something that's causing you to feel guilt, or shame?"
1,0,Does your boyfriend know that they are?|,Does your boyfriend know that they are?,Does your boyfriend know that they are?
1,0,Anyway aren't we always pandering to each other?|,Anyway aren't we always pandering to each other?,Anyway aren't we always pandering to each other?
0,0,,,
0,0,,,
0,0,,,
1,0,Why do you feel your time is almost up?|,Why do you feel your time is almost up?,Why do you feel your time is almost up?
0,0,,,
0,0,,,
1,1,Did he tell you? or can you just tell?|,Did he tell you? or can you just tell?,Did he tell you? or can you just tell?
1,0,What's bothering you?|,What's bothering you?,What's bothering you?
1,0,What help are you looking for|,What help are you looking for,What help are you looking for
0,0,,,
1,1,Are you gonna take the Prozac?|,Are you gonna take the Prozac?,Are you gonna take the Prozac?
0,0,,,
1,0,Have you tried doing the things you like anyway? Maybe the happiness comes back after some time.|,Have you tried doing the things you like anyway? Maybe the happiness comes back after some time.,Have you tried doing the things you like anyway? Maybe the happiness comes back after some time.
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,In what way is it dragging her down?|,In what way is it dragging her down?,In what way is it dragging her down?
1,0,is this an ongoing thing or does it come in phases? how does being high help?|,is this an ongoing thing or does it come in phases? how does being high help?,is this an ongoing thing or does it come in phases? how does being high help?
1,0,Have you spoken to a medical professional about it?|,Have you spoken to a medical professional about it?,Have you spoken to a medical professional about it?
0,0,,,
0,0,,,
0,0,,,
1,0,Have you been to see student support?|,Have you been to see student support?,Have you been to see student support?
0,0,,,
1,0,"If you feel like you have nothing else and have tried the alternatives such as meds and therapy, what would it hurt to try? What would you be leaving behind? Are there alternatives? Do you have a plan for when you got there?|","If you feel like you have nothing else and have tried the alternatives such as meds and therapy, what would it hurt to try? What would you be leaving behind? Are there alternatives? Do you have a plan for when you got there?","If you feel like you have nothing else and have tried the alternatives such as meds and therapy, what would it hurt to try? What would you be leaving behind? Are there alternatives? Do you have a plan for when you got there?"
0,0,,,
1,1,Have you talked to your fiance about how you're feeling?|,Have you talked to your fiance about how you're feeling?,Have you talked to your fiance about how you're feeling?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,Have you guys been dating for awhile?|,Have you guys been dating for awhile?,Have you guys been dating for awhile?
1,0,what do you like doing?|what do you personally find enjoyable?|has your depression taken your interests away from you?|,what do you like doing?,has your depression taken your interests away from you?
1,1,Can you think of any goal that you have now (or one you can resurrect from the past) that you KNOW you'd feel great about completing?|,Can you think of any goal that you have now (or one you can resurrect from the past) that you KNOW you'd feel great about completing?,Can you think of any goal that you have now (or one you can resurrect from the past) that you KNOW you'd feel great about completing?
0,0,,,
1,0,What happened today?|,What happened today?,What happened today?
1,1,Let me ask you this: what do you find joy or distraction in? Tell me everything you have tried.|,Let me ask you this: what do you find joy or distraction in? Tell me everything you have tried.,Let me ask you this: what do you find joy or distraction in? Tell me everything you have tried.
0,0,,,
0,0,,,
0,0,,,
1,0,Do you have any passions?|what are you doing with schooling?|,Do you have any passions?,what are you doing with schooling?
1,0,how did the relationship end|,how did the relationship end,how did the relationship end
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,How long have you been waiting|,How long have you been waiting,How long have you been waiting
1,0,What do you mean by|,What do you mean by,What do you mean by
0,0,,,
0,0,,,
0,0,,,
1,0,What happened?|,What happened?,What happened?
1,0,Why even care what random people think of you?|,Why even care what random people think of you?,Why even care what random people think of you?
1,1,"Are you putting forth the sacrifice needed to change such?|Have you identified if you would sooner live a lie, or live a truth?|How many people have you met that make you feel better?|How many things in your life bring you outside the feeling of depression?|",Are you putting forth the sacrifice needed to change such?,How many things in your life bring you outside the feeling of depression?
0,0,,,
1,1,"My question to you is, how are you going to move forward?|","My question to you is, how are you going to move forward?","My question to you is, how are you going to move forward?"
0,0,,,
0,0,,,
