seeker_post,response_post,augmented_flag,rationales,first_rationale,longest_rationale
Does anyone else feel extremely lonely despite having friends and a loving family?. and when drunk I try to get as much attention as possible to feel special :/,"Yes. My friends are...not reliable. They mean well but they unintentionally exclude me out of things. I can't help but feel unwanted/filler. My family loves me, but they always treat me like I'm baby. It's becoming more dehumanizing and irritating everyday.",0,,,
"Do you ever think depression is actually just being more in tune with how shit life really is?. Like you can dress it up how you want, but it is it?",I guess people just are born or moulded into different mindsets and a lot of people unfortunately got a shitty one where they struggle to be happy,0,,,
"Took a depression nap earlier. Now I'm not tired, when I want to be",I just want to go back to sleep but I because all been doing is sleeping. a nice escape I guess,0,,,
"I feel depressed after achieving something that should make me happy.. Today i finished up my last test of my college career, and i will now be graduating summa cum laude. I should feel happy, i should be bouncing off the walls with excitement, but i just feel empty.",why don't you actually respond to posts? Clearly you are not here to talk if you won't actually talk when someone already initiates conversation on the post.,0,,,
I feel so empty.... and I don't know what to do...,"What would you like to do? Hugs, hope things become better for you soon! :)",0,"Hugs, hope things become better for you soon! :)|","Hugs, hope things become better for you soon! :)","Hugs, hope things become better for you soon! :)"
I think I'm returning to being intimidated by women. And I just overcame this phobia at 25. Guess it didn't last long.,edited because it wasn't the most uplifiting :D. The point i was kinda getting at was looking at things in the big picture usually helps me,0,,,
"Do you ever get so depressed you’re sad when you wake up?. at the peak stage of depression rn. I know because when really depressed, I get sad when I wake up. I have really fun dreams where interesting things happen, and I get so sad when I wake up from them I want to die. Can anybody relate?",Every day since she left me. I wake up disappointed I didn't die in my sleep. Sorry you are the same. Fingers crossed for some better luck tonight.,0,Sorry you are the same. Fingers crossed for some better luck tonight.|,Sorry you are the same. Fingers crossed for some better luck tonight.,Sorry you are the same. Fingers crossed for some better luck tonight.
Happy birthday to me. I guess. Looks like it's time to get drunk and lay on the couch. Again.  Happy birthday to me,"Happy birthday love, have a great one!",0,"Happy birthday love, have a great one!|","Happy birthday love, have a great one!","Happy birthday love, have a great one!"
"I hate being alone with my brain.... It's worst when trying to sleep. When active I can distract myself. But lay down to sleep and the darkness overtakes my mind. I think of all the harms, hurts and failures. Fuck.","I know it, I always tell my brain to shut the fuck up before sleeI know it, I always tell my brain to shut the fuck up before sleep",0,,,
getting ghosted. I just started getting ghosted by another person.,You have one of the best names ever seen.,0,You have one of the best names ever seen.|,You have one of the best names ever seen.,You have one of the best names ever seen.
"Goodbye. Edit: still alive for now, because of you guys ^^","Don't do it. Whatever there is ailing you, you know it's hard but you can overcome it. You're a human being. You sent people to space and conquered the animal kingdom. You can conquer depression.",0,"Don't do it. Whatever there is ailing you, you know it's hard but you can overcome it. You're a human being. You sent people to space and conquered the animal kingdom. You can conquer depression.|","Don't do it. Whatever there is ailing you, you know it's hard but you can overcome it. You're a human being. You sent people to space and conquered the animal kingdom. You can conquer depression.","Don't do it. Whatever there is ailing you, you know it's hard but you can overcome it. You're a human being. You sent people to space and conquered the animal kingdom. You can conquer depression."
"Not good enough to be depressed?. Does anyone else ever feel guilty because their problems aren't as big as other people's problems so they shouldn't be depressed? I feel this heaps and it just makes me feel worse, feel like I'm stuck in between.","everyone has problems, big or small, Whatever it is, its still a problem. Yes there is a certain degree of separation but dont think for a second because someone else is suffering more than you, That you have no right to express yourself. So what's the matter? do you want to talk about it? Were here for you :) Don't feel shy or embarrassed. Just remember one thing, If you allow this problem or problems to dwell for a long time, It will become worse.",0,"what's the matter? do you want to talk about it? Were here for you :) Don't feel shy or embarrassed. Just remember one thing, If you allow this problem or problems to dwell for a long time, It will become worse.|","what's the matter? do you want to talk about it? Were here for you :) Don't feel shy or embarrassed. Just remember one thing, If you allow this problem or problems to dwell for a long time, It will become worse.","what's the matter? do you want to talk about it? Were here for you :) Don't feel shy or embarrassed. Just remember one thing, If you allow this problem or problems to dwell for a long time, It will become worse."
Is it possible to get out of my own head?. That seems to ultimately be my biggest issue. I sabotage myself in everything I do. How do I get out of my own head?? Is it even possible or is this just what I'm going to have to cope with from now on?,Try CBT. Cognitive Behavioural Therapy. Find a therapist who uses this method. I've just started this so I can't personally verify that it will work but it has worked for others.,0,,,
Should I make everyone hate me before I die?. Maybe I don't even need to,"No, I basically did this and dug myself into a much deeper hole to climb out of.",0,,,
it's been almost a year now. how long will this go on,*hugs* Try and take care of yourself. I know it seems hopeless and like your trapped but don't let this fucker get the best of you,0,*hugs* Try and take care of yourself. I know it seems hopeless and like your trapped but don't let this fucker get the best of you|,*hugs* Try and take care of yourself. I know it seems hopeless and like your trapped but don't let this fucker get the best of you,*hugs* Try and take care of yourself. I know it seems hopeless and like your trapped but don't let this fucker get the best of you
"I broke down and made a Facebook status recently in an effort to say I'd be going on a hiatus to clear my mind and get off drugs, I must have got 40 messages of support.. I wonder how many of those people will actually follow up or just did it for the sake of doing it rather than caring about me.","About 18 months back, I made a post after cutting ties with some of my closest friends, saying, There is only family, and before that I was posting tons of dark poetry and misanthropic musings. Guess what? NOBODY CARED. Which really made me fantasize about killing myself, all the while thinking, IS THIS WHAT YOU GUYS WANT? IS THIS ENOUGH TO GET YOU CONCERNED? HUH? FUCKERS!",0,,,
"despite being on medication, the depression is coming back. it worked so well, i thought finally i can feel normal again well that were some nice 2 months but now im feeling like shit again have some side effects as well and in about 1 month ill see my psychiatrist again lets see if i can survive till then",When did you notice you're feeling crappy again?,0,,,
Short and Simple Explanation of Meds. meds are the difference between my mind thinking rationally and,"While on medication I was irrational, homicidal, suicidal. While off medication I was just, sad and anxious.",0,,,
I wake up and just want the day to be over already.. Like I have nothing to look forward to.,I know the feeling. I'm just so tired. I don't want to play this game anymore,0,I know the feeling.|,I know the feeling.,I know the feeling.
I'm just tired of being tired. What the title says. I'm just beat.,That makes me tired just hearing that. Feel free to message me if you want to vent. a good listener,0,Feel free to message me if you want to vent. a good listener|That makes me tired just hearing that|,Feel free to message me if you want to vent. a good listener,Feel free to message me if you want to vent. a good listener
My dad is dying. So ontop of my depression i found out my dad is dying because the lupus he has has been killing him for the past 3 years. I dont know how to cope and want to kill my self. Im only 16 and honestly have tried to commit suicide before.,So sorry you are going through this. My mom died when I was 21. It's a traumatizing experience. I hope you have a supportive family. My family was only my mom and sisters at that time. Don't kill your self; your dad would not want that. Get help even if you don't feel like living right now. It does get better.,0,So sorry you are going through this|,So sorry you are going through this,So sorry you are going through this
When did you realize you were depressed?. What were the signs? When did you realize it just a slump or sad mood.,"I realize I had depression for a long time, and sometimes I still doubt I do but that may just be the illness. I just sort of always felt sad, or at most neutral, but I had a good job, finished school, and an active social life. It was the little invisible things that nobody ever saw. Staying in bed awake for hours on weekdays, intentionally isolating myself or lying so I could be alone and mope. I stopped exercising and gained a ton of weight. Hell I even had suicidal ideation and I just thought it was normal. I want to kill myself but I stop thinking about death and me dying. It sometimes felt like if I stopped existing it would be fine. I knew something was wrong but I was adamant it depression. Then I went to my doctor thinking I had an anxiety problem and he began to ask THE questions. I knew he was trying to see if I had depression and it caught me by surprise. Of course I lied for most of them. It would be embarrassing; there was no way I was depressed, but the thought had worked its way in. Over the course of a year I did some idle research. I realized suicidal thoughts and a fascination with death are not normal. I matched a lot of my behavior to symptoms of depression. I came to accept it. All said I was depressed for 3+ years before I realized it.",0,,,
"Good things are happening, yet I've been on the verge of tears for days.. I've quit an awful job, got my old brilliant job back and just found out I passed an exam vital to progressing in my career. Yet, all I want to do is break down and cry. Maybe it's the weather and dark days. I don't know anymore","I feel this way too. For me, it's a strange feeling because I'm constantly on the verge of the tears but if I try and let myself cry, I can't.",0,I feel this way too.|,I feel this way too.,I feel this way too.
Exam results in a week. and feeling like complete shit knowing i fucked up my A-Levels badly. I just feel so bad because i let my parents down and that i won't be able to get into university. Also fucking embarrassing telling everyone you've failed them..guess its my fault in the end.,Are you getting your results on the 10th or 17th of August? And did you write AS or A2?,0,,,
"How do you handle people that pray on your depression/anxiety?. Sadly, I have friends that pray on my depression/anxiety. There's always something to disagree with or some snide comment to make. How do you guys cope with this? It makes me really anxious, which just leads to anger.","Here is the thing. If you open up to these people and they through it in your face right after, then you know they aren't real friends. A real friend is willing to sit through peoples problems for hours. I once sat and chatted with a friend about his issues for some 7 odd hours hours just talking till 7am, never gave up on the conversation, he did the same for me a while later down the road when I was having problems. People who aren't willing to talk to you and help you aren't worth keeping around. Believe me there is a friend out there who is willing to listen. I guess do keep in mind that not everyone has infinite patients and has their own problems. good luck out there man hope things go well for you. (This isn't to say you can't have acquaintances, people you hang out with, but never get deep)",0,Believe me there is a friend out there who is willing to listen. I guess do keep in mind that not everyone has infinite patients and has their own problems. good luck out there man hope things go well for you.|,Believe me there is a friend out there who is willing to listen. I guess do keep in mind that not everyone has infinite patients and has their own problems. good luck out there man hope things go well for you.,Believe me there is a friend out there who is willing to listen. I guess do keep in mind that not everyone has infinite patients and has their own problems. good luck out there man hope things go well for you.
"Anyone else just want somebody that you can trust, and just open up to them completely?. Im hiding so much from my friends and family because I don't trust them enough and I haven't really opened up before. I like to go to bed thinking about just having someone to express my feelings to.",I had a therapist for a few months. It was nice to have someone who legally can't tell anyone anything you tell them.,0,,,
I feel so sad. Can anyone cheer me up? Please,"Be strong my friend, Everytime I come in here, I don't feel so alone. This may sound selfish, but it's good for me to know that there's people out there that feels the pain that I feel every single day. Anyway, have a great day, my friends.",0,"Be strong my friend,|","Be strong my friend,","Be strong my friend,"
"i did a bad. I was behaving shittily to my friends, requiring an intervention from one of them, and even though everything seems to be alright for now, I can't forgive myself or overcome my guilt. It hurts. I can't even speak to them.","What was the end result of the conversation you had with them? Was everyone impacted there? Was there an explicit apology and acceptance of that apology? When you say that you think things are cool now, what are you basing that off of? Some guilt never goes away, even if the impact of the action does.",0,,,
"I wonder where my special someone is?. Tell him I'm waiting, somewhat patently.",Hopefully just right around the corner,0,Hopefully just right around the corner|,Hopefully just right around the corner,Hopefully just right around the corner
"Accepting fate. Has anyone else accepted that this is it, and then you die? I'm almost looking forward to it at this point. Let's just get it the fuck over with.","I sincerely hope you aren't talking about suicide. If you aren't, then I think accepting depression is like accepting a loss without even trying to fight it. I've had depression for a couple of years now, and giving up seems like the only option most of the time but at some point I understood that there is at least one person that will care about you. You don't need to talk to them about it to know that they care, you just realize at one point that they enjoy being with you, and that you enjoy being with them, and if you aren't going to fight it for yourself, you should do it for them.",0,,,
I had a fortune cookie at dinner. And the fortune said: A long term goal will soon be achieved. The VERY first thought that entered my mind was: Cool...Guess I'm finally going to kill myself. That is not normal.,Why do so many of us feel this way.,0,,,
"When I'm feeling good and happy, everyone else is sad and angry. When I'm depressed and feel like slitting my throat, everyone else is just fucking sunshines and flowers. Can anyone relate to this?",This is exactly how things are in my family,0,,,
"I hate social media. I fucking hate facebook and snapchat, and get more lonely the more I browse them. Then just don't look at them... well I have a fear of missing out and it's such an integral part of our generation's lives...",I get how you feel. I constantly scroll though my social media feeds and realise how much of a loner I really am. Seeing everybody out partying and enjoying their great life and then me at home all alone and not one person to talk to. :(,0,I get how you feel.|,I get how you feel.,I get how you feel.
I miss you.. So much. Constantly. I just want you back.,Uhhh... who? Sorry I can't help you very much...,0,Sorry I can't help you very much...|,Sorry I can't help you very much...,Sorry I can't help you very much...
Everyday is a success.. I successfully manage to not kill myself.,Every victory is well deserved :),0,,,
.... Why did you make my friend kill herself,I am sorry. I don't know what to say.,0,I am sorry. I don't know what to say.|,I am sorry. I don't know what to say.,I am sorry. I don't know what to say.
"My life feels like a living hell, no one speaks to me and all my family do is insult me. I can't cope anymore. I'm so sick of this shit. Every damn day someone in my family has something bad to say to me. I had my curtains opened and was in my room earlier and my christian grandmother shouted at me to close them. That's how petty she is. I told her I wanted them open and she started her usual name insulting. Then my mother returns home from her bf's house drunk and telling me I'm mental. Meanwhile no one has spoken to me all day, this is my life daily. Some days I wish I could take a cocktail of pills and just be fucking done with it.",Why would she want you to close the curtains?,0,,,
Another twelve hour graveyard shift. And I forgot to take my meds.. It's gonna be a long night &lt;/3,Sorry to hear that. Hopefully it goes by quick.,0,Sorry to hear that|,Sorry to hear that,Sorry to hear that
I'm uncapable of making my life better. Whatever I try i fuck up and it's even worse,You need to remember that word is bond. One thing that I'm trying really hard to do is to be a best friend to myself. Would i tell my best friend she's incapable of making her own life better? No. I would tell her... yeah you've been having a really hard time and that's understandable but you're strong and you're loved and you're amazing and you have a big heart and mind. You can do this and I'm going to be here for you the whole time.,0,You need to remember that word is bond. One thing that I'm trying really hard to do is to be a best friend to myself. Would i tell my best friend she's incapable of making her own life better? No. I would tell her... yeah you've been having a really hard time and that's understandable but you're strong and you're loved and you're amazing and you have a big heart and mind. You can do this and I'm going to be here for you the whole time.|,You need to remember that word is bond. One thing that I'm trying really hard to do is to be a best friend to myself. Would i tell my best friend she's incapable of making her own life better? No. I would tell her... yeah you've been having a really hard time and that's understandable but you're strong and you're loved and you're amazing and you have a big heart and mind. You can do this and I'm going to be here for you the whole time.,You need to remember that word is bond. One thing that I'm trying really hard to do is to be a best friend to myself. Would i tell my best friend she's incapable of making her own life better? No. I would tell her... yeah you've been having a really hard time and that's understandable but you're strong and you're loved and you're amazing and you have a big heart and mind. You can do this and I'm going to be here for you the whole time.
"I don’t care anymore. I drank in a really long time, for obvious reasons. But the holidays means alcohol in the house, so I brought some up to my room. Here I am going to get drunk by myself because I want to feel something other than this. sure feel like absolute shit later, and tomorrow, but I even care anymore. I probably deserve so pathetic. Worthless piece of shit. Merry Christmas to me.","I know your pain. I've been there. I considered suicide just last week. I want you to check out a book: feeling good by Dr. David D. Burns. Just start it. If you're not too drunk, I'd be willing to chat for a bit",0,"If you're not too drunk, I'd be willing to chat for a bit|","If you're not too drunk, I'd be willing to chat for a bit","If you're not too drunk, I'd be willing to chat for a bit"
Spend every weekend alone in my room listening to my 50 year old alcoholic mother vomit in the bathroom. I have no friends. My life is awful.,"My mother is an alcoholic too, I know where coming from. be your friend.",0,I know where coming from. be your friend.|,I know where coming from. be your friend.,I know where coming from. be your friend.
"In a bad place ATM. I don't wanna worry you guys too much, just emotionally down. This came about from some stuff that happened with friends and me being somewhat childish. How do I get rid of this overwhelming feeling of sadness?",Odesza - Across The Room,0,,,
"I've always been told that I'm a horrible liar, yet somehow I am able to fool everyone into thinking I'm okay.. I just wish somebody would notice that I'm really not.","Same here man. I hope your life gets better and that your day is fantastic, you really deserve it. I know that it's a struggle because I go through the same thing every day - do you ever laugh but feel like it's just not reaching your eyes anymore? That's me every day. I can't say that it 100% for certain gets better, but it COULD get better and that's what really motivates me every day.",0,"I hope your life gets better and that your day is fantastic, you really deserve it.|","I hope your life gets better and that your day is fantastic, you really deserve it.","I hope your life gets better and that your day is fantastic, you really deserve it."
"Maybe suicide is the answer. People say it gets better. Well, for the past four years its been getting worse. What's the point of living if there's nothing worth living for? I'm thinking of finally going through with this.","You know what kind of answer you'll get here. I know this is your state of mind right now, but realize that it is a state of mind. You want to take some kind of action to change your circumstances and right now suicide seems like the only option. That's because taking some kind of action to change your circumstances helps lift your brain out of its depression. Suddenly you don't feel completely hopeless. Maybe life can be better after all... Except you'd be having that thought as you're dying. That would be terrible. So you have to find some other way to turn things around.",0,"know this is your state of mind right now, but realize that it is a state of mind. You want to take some kind of action to change your circumstances and right now suicide seems like the only option.|Maybe life can be better after all... Except you'd be having that thought as you're dying. That would be terrible. So you have to find some other way to turn things around.|","know this is your state of mind right now, but realize that it is a state of mind. You want to take some kind of action to change your circumstances and right now suicide seems like the only option.","know this is your state of mind right now, but realize that it is a state of mind. You want to take some kind of action to change your circumstances and right now suicide seems like the only option."
"Can someone help me. I had a 3.7 gpa, captain of my freshman football team and life was smooth. Now I’m in the 2nd semester my gpa has gone to 2.0 and im unmotivated to do anything. I don’t know what’s wrong or how to fix it.. I let anyone find out.","Talk with your teachers, ask how you can get caught up and back in the swing of things. Most teachers would be happy to have you reach out, plus by being in communication with them, they'll be there to help keep your motivation up. Work out a plan for each class on how to raise grades, maybe see if you can stay before or after school with one of them to have them monitor you while you work. I hate to say this, but school academics come over sports. If time mangement is becoming hard, maybe ask if you can lower yourself from captian position. Freshmen year is easiest for most, so you might want to get help now to save yourself from only deciding to change say in junior year. I'm sorry your mental illness is having an affect like this, but the first step is admitting you want help which you've done so good job! I'll be rooting for you.",0,"I'm sorry your mental illness is having an affect like this, but the first step is admitting you want help which you've done so good job! I'll be rooting for you.|","I'm sorry your mental illness is having an affect like this, but the first step is admitting you want help which you've done so good job! I'll be rooting for you.","I'm sorry your mental illness is having an affect like this, but the first step is admitting you want help which you've done so good job! I'll be rooting for you."
"Help. I have been having terrible thoughts for years now, and I am finally getting the courage to want to see someone. Can someone recommend what type of doctor to go to?",There are many sources of therapy for various situations. It all depends on what these thoughts are and how often you get them.,0,,,
I'm so stressed I just want to go back to sleep. It hurts to be awake I need a way out,"sorry feeling so stressed right now, OP. Do you want to talk more about your making you so stressed?",0,"sorry feeling so stressed right now, OP. Do you want to talk more about your making you so stressed?|","sorry feeling so stressed right now, OP. Do you want to talk more about your making you so stressed?","sorry feeling so stressed right now, OP. Do you want to talk more about your making you so stressed?"
"No job, 100 dollar left, No place to live, No friends and family.. Getting old 45 now i have no clue what to do anymore. Lived a hard life. I am extremely depressed.","Dam you're lucky. Have you thought about maybe volunteering, working in nature and meeting positive people perhaps? And meditate, many people your age and situation start to look into meditation for long-lasting happiness. It's the perfect time. Do you have any possessions? Sell it, you may find that you will be better off without them = ) Feel free to chat to me if you want. You don't have to look at this as a dead-end, but a start to a beautiful journey. I don't post in r/depression, well because it says to Do not post or respond with: it gets better messages. How does that make you feel? I find that ridiculous lol. I hope you find what makes your life worth living. The truth is, whoever you are, wherever you are.. Life *does* get better, more than you can imagine.",0,"Feel free to chat to me if you want. You don't have to look at this as a dead-end, but a start to a beautiful journey. I don't post in r/depression, well because it says to|Dam you're lucky.|","Feel free to chat to me if you want. You don't have to look at this as a dead-end, but a start to a beautiful journey. I don't post in r/depression, well because it says to","Feel free to chat to me if you want. You don't have to look at this as a dead-end, but a start to a beautiful journey. I don't post in r/depression, well because it says to"
How do I deal with parents who don't really understand it?. My dad thinks its just something that sets me off when I decide to cut so he asks what sets me off constantly and when I say i dont know he says Well there HAS to be something thats triggering it. He also tells me I need to get out more and just generic stuff.,What would you want your parents to change about what they do?,0,,,
i feel so alone and disconnected from the world all i want is to be loved to feel someone else. Be it a hug or a simple touch on the arm. I just want to feel loved even for a moment.,I feel the same. It's a constant ache and emptiness that never goes away. And I stay at my house all the time because going out and seeing other people have that makes me feel 1000x worse.,0,,,
I stopped my 300mg Effexor cold turkey because of finances. And I've had two seizures. I'm so scared.,"If you physically can't afford it then there's not really much i can say. This isn't something i have experience with, medication is relatively 'cheap' in the uk. You might want to ask the question again on a medical forum, perhaps someone there may be able to offer some more useful advice. If you want to talk you're welcome to speak to me, but there's not much i can offer to alleviate symptoms.",0,If you want to talk you're welcome to speak to me|,If you want to talk you're welcome to speak to me,If you want to talk you're welcome to speak to me
:(. I feel so alone. My existence is irrelevant.,"Better be irrelevant than an annoyance, trust me",0,"Better be irrelevant than an annoyance, trust me|","Better be irrelevant than an annoyance, trust me","Better be irrelevant than an annoyance, trust me"
I'm very tired. I think I'd just like to lie down,Same. I just want to sleep and never wake up.,0,,,
"Have waking up interrupted you from the most beautiful dream, then you wish you could sleep all the time?. I once had a dream that felt so real. I was surrounded by good friends and I was having a blast, then I find myself at a party with some good company getting drunk and dancing the night away, but then I wake up and ....... back to reality.",Same. I had a really fun dream where I made new friends at college. It felt so real and I wish I could live in it...,0,,,
"I don't want to do anything. I'd say I wanted to die, but I don't even want that, there's just a complete and total lack of desire for anything at all.. I just fester and exist. Marginally.","Sorry. I feel the same way. There's absolutely nothing in this life I want. It is kind of driving me crazy though because I don't know what to literally, actually do.",0,Sorry|,Sorry,Sorry
"Anyone having a hard time holding jobs because of depression. The longest job I have held was 1.5 years. Before that it was just a few months. Now I can't even get an interview. I have recently moved as I thought that might help, but it hasn't. Just wondering if anyone else is having this issue.","there. Usually just under a year and then I fall into another episode. been through 15 jobs in the past 10 years. Granted some of them were part time when I worked multiple jobs at once but still shows I hold down a job for long. I also seem to burn my bridges too, nearing an episode I start getting physically sick and stress so much more to the point I no call no show. I know how to adult.",0,,,
I am a complete fucking asshole. why cause them pain if I don't have to?,"hey we are all assholes sometimes. Your post is kind of vague, so I'm not sure what to say but yeah I've been a huge dick sometimes too. We're human and we make mistakes.",0,hey we are all assholes sometimes.|We're human and we make mistakes.|,hey we are all assholes sometimes.,hey we are all assholes sometimes.
"Insomnia, anyone?. My depression is linked to my crippling anxiety. I have barely slept in days. I go to bed after 3 am and wake up at 6/7am. Is this part of depression/ anxiety. How do you deal with this?",I go to bed around 1 am and wake up at least twice. It's really tiring but I am already used to it.,0,,,
"When you wanna OD but there’s just too much going on. I had plans to attempt an overdose tonight, but then i forgot i had to work in the morning... My birthday is coming up... i have a vacation this weekend... ugh guess have to reschedule",why do you want to OD?,0,,,
In one of those moods I can't shake. Just feeling like I don't want to do this anymore. What techniques do you use to pull yourself out of bad funks?,"Strip club. Get some taitais in your life, even if you gotta pay for that shit. Don't be just jackin it in the bedroom man! If you go to a strip club you already winning cause you got up and went outside! Bitches got ears too, not just for fucking, if you talk to them they actually listen to shit you saying! Just remember to get the money up front.",0,,,
I sleep to avoid the pain of being awake. And when I can't sleep I just want to die,The worst part of my day is waking up.,0,,,
My death date. decided that gonna end it on August 21st of this year.,"Why did you decide on that? I'm sure you're an incredible person, please don't kill yourself, have you talked to anyone about this?",0,"I'm sure you're an incredible person, please don't kill yourself|","I'm sure you're an incredible person, please don't kill yourself","I'm sure you're an incredible person, please don't kill yourself"
I can't keep up with school. I can't keep up with classes and everyone around me seems to be doing so much more. I gave up my social life to study but I still can't get good grades. I want to fucking die I'm so lonely and no one cares,"Sorry to hear that man. What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?",0,Sorry to hear that man.|,Sorry to hear that man.,Sorry to hear that man.
Does anyone else not feel apart of this world?. I feel disconnected from everything at all times. It's like I am watching someone else control my body while I just sit in the passengers seat.,"Yes. All the time. I find myself just moving along, following whatever life throws at me. I constantly have this feeling of dread overwhelm me when I notice my brain and distancing myself from the I know what to think. This life sucks. I just never wanted to exist.",0,,,
"Anyone ever write a suicide note?. Did tonight, not with much intention, just wondering if anyone's been down this road before.",What did you write in your note?,0,,,
"Any older depressed people having trouble keeping house?. I just keep starting to clean and organize and despite medication and feeling better in many other ways, I never get to the energy level I need to get my house back to the way it used to be?","On good days, I start off strong but that little burst of energy last long enough to get much cleaning done.",0,,,
"Feel like I'll never amount to anything.. I always feel like I'll never amount to anything even though I'm doing relatively well for how young I am (16), I feel like I'll be better off killing myself now because no one will miss me and it doesn't matter because nothing's gonna happen in my life.","I felt the same way at 16 23 now and things are alright. I got through college with a decent degree and got an ok job and my own place and a few good friends. You can get more freedom with time. I promise not special, not super smart or anything just always tried to get through this depression bullshit. So please sell yourself short. Medication can also help a lot if chemically unstable.",0,,,
"Feel like trash, skipped classes today because I just couldn't get myself out of bed. I'm tired and depression is kicking my ass. I really really wish I could get professional help","i skipped one class today because i don't really get much out of the class, but i forgot that there was 5% of the grade for in-class activities, so i'll probably not skip any more classes",0,,,
"I have an exam at 9:30 tomorrow, I haven’t started studying. Fuck me im an idiot just going to fail anyways",I hope it turns out better than expected ^^,0,I hope it turns out better than expected|,I hope it turns out better than expected,I hope it turns out better than expected
just harmed myself for the first time in quite few years. it felt good to let it out on myself. i'm too much of a coward to kill myself so might as well let myself suffer. it hurts but it feels good,you're not a coward. I know the feeling and I still have urges time to time. but I look back on those years with regret. and you are loved. know that. treat yourself how you would others. have empathy for yourself. always here if you need to chat.,0,you are loved. know that. treat yourself how you would others. have empathy for yourself. always here if you need to chat.|,you are loved. know that. treat yourself how you would others. have empathy for yourself. always here if you need to chat.,you are loved. know that. treat yourself how you would others. have empathy for yourself. always here if you need to chat.
"Is it fair to date someone while depressed?. If so, how do you tell them about it and at what stage?",Yes! Dating can get you out of depression. Not without medical attention though. I'd tell from the get go,0,Yes! Dating can get you out of depression. Not without medical attention though. I'd tell from the get go|,Yes! Dating can get you out of depression. Not without medical attention though. I'd tell from the get go,Yes! Dating can get you out of depression. Not without medical attention though. I'd tell from the get go
My boyfriend says I am the most kind person he's met.. But he told me today that I am becoming a mean person. I don't know what to do.,"ask him what about you does he think has changed, and try working from there. Maybe he's just trying to understand you better but didn't really know how to approach the situation",0,,,
Trust nobody but yourself. I have been dissapointed too many times to know this,"and when you cannot even trust yourself, that is when you are the lowest..",0,,,
It's my birthday but it's going to be the same just like any other day. Happy birthday to my birthday twins out there,happy birthday! hope you have a chance to celebrate yourself,0,happy birthday! hope you have a chance to celebrate yourself|,happy birthday! hope you have a chance to celebrate yourself,happy birthday! hope you have a chance to celebrate yourself
"Almost Asked my Crush Out. Learned she has a boyfriend. Great! Glad I didn't pursue, but fuck. Guess I'll move on :'(",A very similar thing happened to me but only the first half. We talked from 6 till 10:30 till the closed. I thought there was a connection but I never ever ever heard from her ever again.,0,,,
"I love taking the metro at night.. almost as if I am sharing a moment with other people for a brief part of time, even if in-between where they have been and where they are going to.",Wish I could do this but unfortunately I'd get assaulted.,0,,,
"Has anyone with depression used a (prescribed) stimulant with any success?. I was watching a new documentary on Netflix about Adderall and other related drugs and almost everyone on it described how amazing they felt while being on it. They felt focused, motivated, and just generally like the best version of themselves. I have clinical depression and anxiety. In the past, doctors have said Adderall could/would possibly heighten anxiety, but, I'm so unmotivated and blah all the time from my depression, I could really use a leg up. Anyone have experience taking it that's in a similar situation?","i know if it could be considered a stimulant, but i take sertraline for my depression and i get fair results. I also used to take vyvanse in combination with sertraline but i must warn against it. It usually left me numb and unable to enjoy anything.",0,,,
I hate apathy.. I feel so disinterested in everything. The things I am interested in doing costs money. I can't work due to physical and mental issues so I'm stuck waiting on SSI. It's annoying and kinda crushing.,"You sound like my kind of person. What are you making? Also hope you enjoy the H3H3 podcast, going to listen to it in a bit myself.",0,You sound like my kind of person.|,You sound like my kind of person.,You sound like my kind of person.
i feel so alone. no one would care if i died,"I joined here about 5 days ago, because I feel so close to the people here. like my family in a way. I know that sounds weird, but my point. I have depression, and feel alone as well. I feel like what I say matter, and no one listens to me. I do my best in something, and all I get in return is absolute shit! It pisses me off. I feel different as well, like not in the same league as everyone else. a quiet person, and am pretty shy around girls because not sure what they think of me. I think what you need is some independence :) It will make you happy, because that way not around people. I know it seems ironic because then be even more alone, but just pay attention to anyone. Be your own boss, and think of everyone else as just empty space. Think as is it matter what they say. Be a shield. let anyone get in your way. here on Earth, be here for a reason. The reason you feel lonely is because of people. Think about it.",0,,,
I’m just alone. there for me. Nobody cares.,"just a stranger on the internet, but not alone. here to listen.",0,"just a stranger on the internet, but not alone. here to listen.|","just a stranger on the internet, but not alone. here to listen.","just a stranger on the internet, but not alone. here to listen."
do you compare yourself to others. i've been doing this and it makes me feel bad.,"I do it. A lot of times. But you have to learn that you are special, and, yes, youre not them! But you are better in something. And that thing, is yours. So, you have to learn to appreciate yourself",0,"yes, youre not them! But you are better in something. And that thing, is yours. So, you have to learn to appreciate yourself|","yes, youre not them! But you are better in something. And that thing, is yours. So, you have to learn to appreciate yourself","yes, youre not them! But you are better in something. And that thing, is yours. So, you have to learn to appreciate yourself"
"Dont know. I always used to be the most social person,some find it annoying but im like allot of people i need friends around or else i dont function.And it was all fine until i had to move to the middle of nowhere and i dont get to see any1 anymore.all i get to see is how much fun theyre having through snapchats and that just makes me feel like absolute shit.as the title says i dont know what to do since i cant affect anything since my parents are completely oblivious to the issue.",I'm kind of the same. people didn't like me in highschool but I tried my best just to be around people who would talk to me. I craved some sort of companionship. I would be lying if I said I'm fine not having friends but truth is I hope everyday to find someone I can connect with. One of my biggest dreams is to meet someone who becomes a life-long friend.,0,,,
